Taxon,Scientific_Name,Endemic,Genus,Species,Subspecies,Class,Order,Family,GBIF_id,POW_Name
Asteriscus aquaticus,Asteriscus aquaticus (L.) Less.,FALSE,Asteriscus,aquaticus,NA,Magnoliopsida,Asterales,Asteraceae,5393689,
Asteriscus hierichunticus,Asteriscus hierichunticus (Michon) Wiklund,FALSE,Asteriscus,hierichunticus,NA,Magnoliopsida,Asterales,Asteraceae,5385222,
Asteriscus maritimus,Asteriscus maritimus Less.,FALSE,Asteriscus,maritimus,NA,Magnoliopsida,Asterales,Asteraceae,5385225,
Asteriscus spinosus,Asteriscus spinosus Sch.Bip.,FALSE,Asteriscus,spinosus,NA,Magnoliopsida,Asterales,Asteraceae,5385215,
Asterolinon linum-stellatum,Asterolinon linum-stellatum (L.) Duby,FALSE,Asterolinon,linum-stellatum,NA,Magnoliopsida,Ericales,Primulaceae,4007682,
Astragalus algarbiensis,Astragalus algarbiensis Bunge,FALSE,Astragalus,algarbiensis,NA,Magnoliopsida,Fabales,Fabaceae,5345902,
Astragalus algerianus,Astragalus algerianus E. Sheld.,FALSE,Astragalus,algerianus,NA,Magnoliopsida,Fabales,Fabaceae,5345828,
Astragalus alopecuroides alopecuroides,Astragalus alopecuroides alopecuroides L.,FALSE,Astragalus,alopecuroides,alopecuroides,Magnoliopsida,Fabales,Fabaceae,5343178,
Astragalus alopecuroides grosii,Astragalus alopecuroides grosii (Pau) Rivas Goday & Rivas Mart.,TRUE,Astragalus,alopecuroides,grosii,Magnoliopsida,Fabales,Fabaceae,5343178,
Astragalus alpinus,Astragalus alpinus L.,FALSE,Astragalus,alpinus,NA,Magnoliopsida,Fabales,Fabaceae,5345014,
Astragalus australis,Astragalus australis (L.) Lam.,FALSE,Astragalus,australis,NA,Magnoliopsida,Fabales,Fabaceae,5343647,
Astragalus austriacus,Astragalus austriacus Jacq.,FALSE,Astragalus,austriacus,NA,Magnoliopsida,Fabales,Fabaceae,5343593,
Astragalus baionensis,Astragalus baionensis Loisel.,FALSE,Astragalus,baionensis,NA,Magnoliopsida,Fabales,Fabaceae,5343486,
Astragalus balearicus,Astragalus balearicus Chater,TRUE,Astragalus,balearicus,NA,Magnoliopsida,Fabales,Fabaceae,5343438,
Astragalus boeticus,Astragalus boeticus L.,FALSE,Astragalus,boeticus,NA,Magnoliopsida,Fabales,Fabaceae,5344663,
Astragalus bourgaeanus,Astragalus bourgaeanus Coss.,FALSE,Astragalus,bourgaeanus,NA,Magnoliopsida,Fabales,Fabaceae,5344587,
Astragalus castroviejoi,Astragalus castroviejoi Talavera & Sánchez-Gómez,TRUE,Astragalus,castroviejoi,NA,Magnoliopsida,Fabales,Fabaceae,5345210,
Astragalus cavanillesii,Astragalus cavanillesii Podlech,TRUE,Astragalus,cavanillesii,NA,Magnoliopsida,Fabales,Fabaceae,5343539,
Astragalus clusianus,Astragalus clusianus Soldano,TRUE,Astragalus,clusianus,NA,Magnoliopsida,Fabales,Fabaceae,5631572,
Astragalus cymbaecarpos,Astragalus cymbaecarpos Brot.,FALSE,Astragalus,cymbaecarpos,NA,Magnoliopsida,Fabales,Fabaceae,12174913,
Astragalus danicus,Astragalus danicus Retz.,FALSE,Astragalus,danicus,NA,Magnoliopsida,Fabales,Fabaceae,5342838,
Astragalus depressus,Astragalus depressus L.,FALSE,Astragalus,depressus,NA,Magnoliopsida,Fabales,Fabaceae,5346020,
Astragalus devesae,"Astragalus devesae Talavera, A.González & G.López",TRUE,Astragalus,devesae,NA,Magnoliopsida,Fabales,Fabaceae,5631147,
Astragalus echinatus,Astragalus echinatus Murray,FALSE,Astragalus,echinatus,NA,Magnoliopsida,Fabales,Fabaceae,5344041,
Astragalus edulis,Astragalus edulis Bunge,FALSE,Astragalus,edulis,NA,Magnoliopsida,Fabales,Fabaceae,5343999,
Astragalus epiglottis,Astragalus epiglottis L.,FALSE,Astragalus,epiglottis,NA,Magnoliopsida,Fabales,Fabaceae,8261522,
Astragalus gines-lopezii,Astragalus gines-lopezii Talavera,TRUE,Astragalus,gines-lopezii,NA,Magnoliopsida,Fabales,Fabaceae,5630474,
Astragalus glaux,Astragalus glaux L.,FALSE,Astragalus,glaux,NA,Magnoliopsida,Fabales,Fabaceae,5343088,
Astragalus glycyphyllos,Astragalus glycyphyllos L.,FALSE,Astragalus,glycyphyllos,NA,Magnoliopsida,Fabales,Fabaceae,5346998,
Astragalus granatensis,Astragalus granatensis Lam.,FALSE,Astragalus,granatensis,NA,Magnoliopsida,Fabales,Fabaceae,7824516,
Astragalus guttatus,Astragalus guttatus Banks & Solander,FALSE,Astragalus,guttatus,NA,Magnoliopsida,Fabales,Fabaceae,7713207,
Astragalus hamosus,Astragalus hamosus L.,FALSE,Astragalus,hamosus,NA,Magnoliopsida,Fabales,Fabaceae,5342681,
Astragalus hispanicus,Astragalus hispanicus Coss. ex Bunge,TRUE,Astragalus,hispanicus,NA,Magnoliopsida,Fabales,Fabaceae,5343573,
Astragalus hypoglottis hypoglottis,Astragalus hypoglottis hypoglottis L.,FALSE,Astragalus,hypoglottis,hypoglottis,Magnoliopsida,Fabales,Fabaceae,5342839,
Astragalus incanus incanus,Astragalus incanus incanus L.,FALSE,Astragalus,incanus,incanus,Magnoliopsida,Fabales,Fabaceae,5347181,
Astragalus incanus nummularioides,Astragalus incanus nummularioides (Desf.) Maire,FALSE,Astragalus,incanus,nummularioides,Magnoliopsida,Fabales,Fabaceae,5347181,
Astragalus longidentatus,Astragalus longidentatus Chater,FALSE,Astragalus,longidentatus,NA,Magnoliopsida,Fabales,Fabaceae,5346434,
Astragalus monspessulanus gypsophilus,Astragalus monspessulanus gypsophilus Rouy,FALSE,Astragalus,monspessulanus,gypsophilus,Magnoliopsida,Fabales,Fabaceae,5346583,
Astragalus monspessulanus monspessulanus,Astragalus monspessulanus monspessulanus L.,FALSE,Astragalus,monspessulanus,monspessulanus,Magnoliopsida,Fabales,Fabaceae,5346583,
Astragalus nevadensis muticus,Astragalus nevadensis muticus (Pau) Zarre & Podlech,TRUE,Astragalus,nevadensis,muticus,Magnoliopsida,Fabales,Fabaceae,5344349,
Astragalus nevadensis nevadensis,Astragalus nevadensis nevadensis Boiss.,FALSE,Astragalus,nevadensis,nevadensis,Magnoliopsida,Fabales,Fabaceae,5344349,
Astragalus nitidiflorus,Astragalus nitidiflorus Jiménez Mun. & Pau,TRUE,Astragalus,nitidiflorus,NA,Magnoliopsida,Fabales,Fabaceae,5344020,
Astragalus oxyglottis,Astragalus oxyglottis M. Bieb.,FALSE,Astragalus,oxyglottis,NA,Magnoliopsida,Fabales,Fabaceae,5345430,
Astragalus pelecinus pelecinus,Astragalus pelecinus pelecinus (L.) Barneby,FALSE,Astragalus,pelecinus,pelecinus,Magnoliopsida,Fabales,Fabaceae,2938473,
Astragalus penduliflorus,Astragalus penduliflorus Lam.,FALSE,Astragalus,penduliflorus,NA,Magnoliopsida,Fabales,Fabaceae,5345013,
Astragalus peregrinus warionis,Astragalus peregrinus warionis (Gand.) Maire,FALSE,Astragalus,peregrinus,warionis,Magnoliopsida,Fabales,Fabaceae,5346176,
Astragalus scorpioides,Astragalus scorpioides Pourr. ex Willd.,FALSE,Astragalus,scorpioides,NA,Magnoliopsida,Fabales,Fabaceae,5345603,
Astragalus sempervirens,Astragalus sempervirens Lam.,FALSE,Astragalus,sempervirens,NA,Magnoliopsida,Fabales,Fabaceae,5344344,
Astragalus sesameus,Astragalus sesameus L.,FALSE,Astragalus,sesameus,NA,Magnoliopsida,Fabales,Fabaceae,5345545,
Astragalus stella,Astragalus stella L.,FALSE,Astragalus,stella,NA,Magnoliopsida,Fabales,Fabaceae,5345210,
Astragalus tragacantha,Astragalus tragacantha L.,FALSE,Astragalus,tragacantha,NA,Magnoliopsida,Fabales,Fabaceae,5346065,
Astragalus tremolsianus,Astragalus tremolsianus Pau,TRUE,Astragalus,tremolsianus,NA,Magnoliopsida,Fabales,Fabaceae,5346662,
Astragalus turolensis,Astragalus turolensis Pau,TRUE,Astragalus,turolensis,NA,Magnoliopsida,Fabales,Fabaceae,5344760,
Astragalus vesicarius,Astragalus vesicarius L.,FALSE,Astragalus,vesicarius,NA,Magnoliopsida,Fabales,Fabaceae,5343265,
Astrantia major,Astrantia major L.,FALSE,Astrantia,major,NA,Magnoliopsida,Apiales,Apiaceae,3034915,
Astrantia minor,Astrantia minor L.,FALSE,Astrantia,minor,NA,Magnoliopsida,Apiales,Apiaceae,7756318,
Athamanta hispanica,Athamanta hispanica Degen & Hervier,TRUE,Athamanta,hispanica,NA,Magnoliopsida,Apiales,Apiaceae,3633714,
Athamanta vayredana,Athamanta vayredana (Font Quer) C. Pardo,FALSE,Athamanta,vayredana,NA,Magnoliopsida,Apiales,Apiaceae,3633240,
Athyrium distentifolium,Athyrium distentifolium Tausch ex Opiz,FALSE,Athyrium,distentifolium,NA,Polypodiopsida,Polypodiales,Athyriaceae,4017779,
Athyrium filix-femina,Athyrium filix-femina (L.) Roth,FALSE,Athyrium,filix-femina,NA,Polypodiopsida,Polypodiales,Athyriaceae,5275044,
Atractylis cancellata,Atractylis cancellata L.,FALSE,Atractylis,cancellata,NA,Magnoliopsida,Asterales,Asteraceae,5398279,
Atractylis humilis,Atractylis humilis L.,FALSE,Atractylis,humilis,NA,Magnoliopsida,Asterales,Asteraceae,5398274,
Atriplex chenopodioides,Atriplex chenopodioides Batt.,FALSE,Atriplex,chenopodioides,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,7377405,
Atriplex glabriuscula,Atriplex glabriuscula Edmondston,FALSE,Atriplex,glabriuscula,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3083660,
Atriplex glauca,Atriplex glauca L.,FALSE,Atriplex,glauca,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,7501008,
Atriplex halimus,Atriplex halimus L.,FALSE,Atriplex,halimus,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3083718,
Atriplex laciniata,Atriplex laciniata L.,FALSE,Atriplex,laciniata,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3083783,
Atriplex patula,Atriplex patula L.,FALSE,Atriplex,patula,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3083728,
Atriplex prostrata,Atriplex prostrata Boucher ex DC.,FALSE,Atriplex,prostrata,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3083786,
Atriplex rosea,Atriplex rosea L.,FALSE,Atriplex,rosea,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3083745,
Atriplex tornabenei,Atriplex tornabenei Tineo ex Guss.,FALSE,Atriplex,tornabenei,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,7339962,
Atropa baetica,Atropa baetica Willk.,FALSE,Atropa,baetica,NA,Magnoliopsida,Solanales,Solanaceae,3802666,
Atropa belladonna,Atropa belladonna L.,FALSE,Atropa,belladonna,NA,Magnoliopsida,Solanales,Solanaceae,3802655,
Avellara fistulosa,Avellara fistulosa (Brot.) Blanca & C.Díaz,TRUE,Avellara,fistulosa,NA,Magnoliopsida,Asterales,Asteraceae,3114929,
Avellinia festucoides,Avellinia festucoides (Link) Valdés & H.Scholz,FALSE,Avellinia,festucoides,NA,Magnoliopsida,Poales,Poaceae,4104665,
Avellinia longiaristata,Avellinia longiaristata (Font Quer) Romero Zarco & L.Sáez,TRUE,Avellinia,longiaristata,NA,Magnoliopsida,Poales,Poaceae,10815089,
Avena barbata barbata,Avena barbata barbata Pott ex Link,FALSE,Avena,barbata,barbata,Magnoliopsida,Poales,Poaceae,2705300,
Avena barbata castellana,Avena barbata castellana Romero Zarco,FALSE,Avena,barbata,castellana,Magnoliopsida,Poales,Poaceae,2705300,
Avena barbata hirtula,Avena barbata hirtula (Lag.) Tzvelev,FALSE,Avena,barbata,hirtula,Magnoliopsida,Poales,Poaceae,2705300,
Avena barbata lusitanica,Avena barbata lusitanica (Tab.Morais) Romero Zarco,FALSE,Avena,barbata,lusitanica,Magnoliopsida,Poales,Poaceae,2705300,
Avena barbata wiestii,Avena barbata wiestii (Steud.) Tzvelev,FALSE,Avena,barbata,wiestii,Magnoliopsida,Poales,Poaceae,2705300,
Avena eriantha,Avena eriantha Durieu,FALSE,Avena,eriantha,NA,Magnoliopsida,Poales,Poaceae,4154168,
Avena fatua fatua,Avena fatua fatua L.,FALSE,Avena,fatua,fatua,Magnoliopsida,Poales,Poaceae,2705297,
Avena longiglumis,Avena longiglumis Durieu,FALSE,Avena,longiglumis,NA,Magnoliopsida,Poales,Poaceae,4153099,
Avena murphyi,Avena murphyi Ladizinsky,FALSE,Avena,murphyi,NA,Magnoliopsida,Poales,Poaceae,4152690,
Avena sterilis ludoviciana,Avena sterilis ludoviciana (Durieu) Gillet & Magne,FALSE,Avena,sterilis,ludoviciana,Magnoliopsida,Poales,Poaceae,2705286,
Avena sterilis sterilis,Avena sterilis sterilis L.,FALSE,Avena,sterilis,sterilis,Magnoliopsida,Poales,Poaceae,2705286,
Avenella flexuosa,Avenella flexuosa (L.) Drejer,FALSE,Avenella,flexuosa,NA,Magnoliopsida,Poales,Poaceae,4149465,
Avenella stricta,Avenella stricta (Hack.) P.Silva,TRUE,Avenella,stricta,NA,Magnoliopsida,Poales,Poaceae,4149465,
Avenula pubescens pubescens,Avenula pubescens pubescens (Huds.) Dumort.,FALSE,Avenula,pubescens,pubescens,Magnoliopsida,Poales,Poaceae,2703793,
Baldellia alpestris,Baldellia alpestris (Coss.) M. Laínz,TRUE,Baldellia,alpestris,NA,Magnoliopsida,Alismatales,Alismataceae,2864553,
Baldellia ranunculoides,Baldellia ranunculoides (L.) Parl.,FALSE,Baldellia,ranunculoides,NA,Magnoliopsida,Alismatales,Alismataceae,2864546,
Baldellia repens baetica,Baldellia repens baetica Talavera & Casimiro-Soriguer,TRUE,Baldellia,repens,baetica,Magnoliopsida,Alismatales,Alismataceae,2864552,
Baldellia repens cavanillesii,Baldellia repens cavanillesii (J.A. Molina,FALSE,Baldellia,repens,cavanillesii,Magnoliopsida,Alismatales,Alismataceae,2864552,
Baldellia repens repens,Baldellia repens repens (Lam.) Lawalrée,FALSE,Baldellia,repens,repens,Magnoliopsida,Alismatales,Alismataceae,2864552,
Ballota hirsuta,Ballota hirsuta Benth.,FALSE,Ballota,hirsuta,NA,Magnoliopsida,Lamiales,Lamiaceae,10805098,
Ballota nigra,Ballota nigra L.,FALSE,Ballota,nigra,NA,Magnoliopsida,Lamiales,Lamiaceae,2926894,
Barbarea intermedia,Barbarea intermedia Boreau,FALSE,Barbarea,intermedia,NA,Magnoliopsida,Brassicales,Brassicaceae,5374635,
Barbarea verna,Barbarea verna (Mill.) Asch.,FALSE,Barbarea,verna,NA,Magnoliopsida,Brassicales,Brassicaceae,5374672,
Barbarea vulgaris,Barbarea vulgaris R. Br.,FALSE,Barbarea,vulgaris,NA,Magnoliopsida,Brassicales,Brassicaceae,7941223,
Barlia robertiana,Barlia robertiana (Loisel.) Greuter,FALSE,Barlia,robertiana,NA,Magnoliopsida,Asparagales,Orchidaceae,5324959,
Bartsia alpina,Bartsia alpina L.,FALSE,Bartsia,alpina,NA,Magnoliopsida,Lamiales,Orobanchaceae,3170807,
Bartsia trixago,Bartsia trixago L.,FALSE,Bartsia,trixago,NA,Magnoliopsida,Lamiales,Orobanchaceae,5414976,
Bassia hyssopifolia,Bassia hyssopifolia (Pall.) Kuntze,FALSE,Bassia,hyssopifolia,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,5383909,
Bassia prostrata,Bassia prostrata (L.) Beck,FALSE,Bassia,prostrata,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,5568099,
Bassia scoparia densiflora,Bassia scoparia densiflora (Turcz. ex B.D. Jacks.) Cirujano & Velayos,FALSE,Bassia,scoparia,densiflora,Magnoliopsida,Caryophyllales,Chenopodiaceae,5383936,
Bassia scoparia scoparia,Bassia scoparia scoparia (L.) Voss,FALSE,Bassia,scoparia,scoparia,Magnoliopsida,Caryophyllales,Chenopodiaceae,5383936,
Bellardiochloa variegata,Bellardiochloa variegata (Lam.) Kerguélen,FALSE,Bellardiochloa,variegata,NA,Magnoliopsida,Poales,Poaceae,4138686,
Bellevalia dubia hackelii,Bellevalia dubia hackelii (Freyn) Feinbrun,TRUE,Bellevalia,dubia,hackelii,Magnoliopsida,Asparagales,Hyacinthaceae,2771814,
Bellis annua annua,Bellis annua annua L.,FALSE,Bellis,annua,annua,Magnoliopsida,Asterales,Asteraceae,3117441,
Bellis cordifolia,Bellis cordifolia Willk.,TRUE,Bellis,cordifolia,NA,Magnoliopsida,Asterales,Asteraceae,3117459,
Bellis microcephala,Bellis microcephala Lange,FALSE,Bellis,microcephala,NA,Magnoliopsida,Asterales,Asteraceae,3117421,
Bellis perennis,Bellis perennis L.,FALSE,Bellis,perennis,NA,Magnoliopsida,Asterales,Asteraceae,3117424,
Bellis sylvestris pappulosa,Bellis sylvestris pappulosa (Boiss. ex DC.) Coste,FALSE,Bellis,sylvestris,pappulosa,Magnoliopsida,Asterales,Asteraceae,3117401,
Bellis sylvestris sylvestris,Bellis sylvestris sylvestris Cirillo,FALSE,Bellis,sylvestris,sylvestris,Magnoliopsida,Asterales,Asteraceae,3117401,
Bellium artrutxense,Bellium artrutxense P.Fraga & Rosselló,TRUE,Bellium,artrutxense,NA,Magnoliopsida,Asterales,Asteraceae,4242303,
Bellium bellidioides,Bellium bellidioides L.,FALSE,Bellium,bellidioides,NA,Magnoliopsida,Asterales,Asteraceae,7879148,
Berberis vulgaris australis,Berberis vulgaris australis (Boiss.) Heywood,FALSE,Berberis,vulgaris,australis,Magnoliopsida,Ranunculales,Berberidaceae,8428417,
Berberis vulgaris seroi,Berberis vulgaris seroi O. Bolós & Vigo,TRUE,Berberis,vulgaris,seroi,Magnoliopsida,Ranunculales,Berberidaceae,8428417,
Berberis vulgaris vulgaris,Berberis vulgaris vulgaris L.,FALSE,Berberis,vulgaris,vulgaris,Magnoliopsida,Ranunculales,Berberidaceae,3033894,
Berula erecta,Berula erecta (Huds.) Coville,FALSE,Berula,erecta,NA,Magnoliopsida,Apiales,Apiaceae,3034699,
Beta macrocarpa,Beta macrocarpa Guss.,FALSE,Beta,macrocarpa,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,5567951,
Beta maritima marcosii,Beta maritima marcosii (O. Bolòs & Vigo) A. Juan & M.B. Crespo,TRUE,Beta,maritima,marcosii,Magnoliopsida,Caryophyllales,Chenopodiaceae,5383922,
Beta maritima maritima,Beta maritima maritima L.,FALSE,Beta,maritima,maritima,Magnoliopsida,Caryophyllales,Chenopodiaceae,5383922,
Betula alba,Betula alba L.,FALSE,Betula,alba,NA,Magnoliopsida,Fagales,Betulaceae,9118014,
Betula pendula fontqueri,Betula pendula fontqueri (Rothm.) G. Moreno & Peinado,FALSE,Betula,pendula,fontqueri,Magnoliopsida,Fagales,Betulaceae,5331916,
Betula pendula pendula,Betula pendula pendula Roth,FALSE,Betula,pendula,pendula,Magnoliopsida,Fagales,Betulaceae,5331916,
Biarum arundanum,Biarum arundanum Boiss. & Reut.,FALSE,Biarum,arundanum,NA,Magnoliopsida,Alismatales,Araceae,2870465,
Biarum carratracense,Biarum carratracense (Haens. ex Willk.) Font Quer,TRUE,Biarum,carratracense,NA,Magnoliopsida,Alismatales,Araceae,2870512,
Biarum dispar,Biarum dispar (Schott) Talavera,FALSE,Biarum,dispar,NA,Magnoliopsida,Alismatales,Araceae,2870526,
Biarum mendax,Biarum mendax P.C. Boyce,TRUE,Biarum,mendax,NA,Magnoliopsida,Alismatales,Araceae,2870489,
Bidens cernua,Bidens cernua L.,FALSE,Bidens,cernua,NA,Magnoliopsida,Asterales,Asteraceae,5391710,
Bidens tripartita,Bidens tripartita L.,FALSE,Bidens,tripartita,NA,Magnoliopsida,Asterales,Asteraceae,5391862,
Bifora radians,Bifora radians M. Bieb.,FALSE,Bifora,radians,NA,Magnoliopsida,Apiales,Apiaceae,5371870,
Bifora testiculata,Bifora testiculata (L.) Spreng.,FALSE,Bifora,testiculata,NA,Magnoliopsida,Apiales,Apiaceae,7412216,
Biscutella atropurpurea,Biscutella atropurpurea Mateo & Figuerola,TRUE,Biscutella,atropurpurea,NA,Magnoliopsida,Brassicales,Brassicaceae,3041905,
Biscutella auriculata,Biscutella auriculata L.,FALSE,Biscutella,auriculata,NA,Magnoliopsida,Brassicales,Brassicaceae,3041875,
Biscutella baetica,Biscutella baetica Boiss. & Reut.,FALSE,Biscutella,baetica,NA,Magnoliopsida,Brassicales,Brassicaceae,3041862,
Biscutella bilbilitana,Biscutella bilbilitana Mateo & M.B.Crespo,TRUE,Biscutella,bilbilitana,NA,Magnoliopsida,Brassicales,Brassicaceae,3041793,
Biscutella cichoriifolia,Biscutella cichoriifolia Loisel.,FALSE,Biscutella,cichoriifolia,NA,Magnoliopsida,Brassicales,Brassicaceae,3041817,
Biscutella conquensis,Biscutella conquensis Mateo & M.B.Crespo,TRUE,Biscutella,conquensis,NA,Magnoliopsida,Brassicales,Brassicaceae,3041890,
Biscutella dufourii,Biscutella dufourii Mateo & M.B.Crespo,TRUE,Biscutella,dufourii,NA,Magnoliopsida,Brassicales,Brassicaceae,3041834,
Biscutella ebusitana,"Biscutella ebusitana Rosselló, N.Torres & L.Sáez",TRUE,Biscutella,ebusitana,NA,Magnoliopsida,Brassicales,Brassicaceae,3041816,
Biscutella fontqueri,Biscutella fontqueri Guinea & Heywood,TRUE,Biscutella,fontqueri,NA,Magnoliopsida,Brassicales,Brassicaceae,3041867,
Biscutella frutescens,Biscutella frutescens Coss.,FALSE,Biscutella,frutescens,NA,Magnoliopsida,Brassicales,Brassicaceae,3041836,
Biscutella glacialis,Biscutella glacialis (Boiss. & Reut.) Jord.,TRUE,Biscutella,glacialis,NA,Magnoliopsida,Brassicales,Brassicaceae,3041823,
Biscutella hozensis,Biscutella hozensis Mateo & M.B.Crespo,TRUE,Biscutella,hozensis,NA,Magnoliopsida,Brassicales,Brassicaceae,3041896,
Biscutella lyrata,Biscutella lyrata L.,TRUE,Biscutella,lyrata,NA,Magnoliopsida,Brassicales,Brassicaceae,3041758,
Biscutella maestratensis,Biscutella maestratensis Mateo & M.B.Crespo,TRUE,Biscutella,maestratensis,NA,Magnoliopsida,Brassicales,Brassicaceae,3688589,
Biscutella marinae,"Biscutella marinae M.B.Crespo, Mateo & Solanas",TRUE,Biscutella,marinae,NA,Magnoliopsida,Brassicales,Brassicaceae,3688577,
Biscutella segurae,Biscutella segurae Mateo & M.B.Crespo,TRUE,Biscutella,segurae,NA,Magnoliopsida,Brassicales,Brassicaceae,3041870,
Biscutella sempervirens sempervirens,Biscutella sempervirens sempervirens L.,TRUE,Biscutella,sempervirens,sempervirens,Magnoliopsida,Brassicales,Brassicaceae,3041798,
Biscutella sempervirens vicentina,Biscutella sempervirens vicentina (Samp.) Malag.,TRUE,Biscutella,sempervirens,vicentina,Magnoliopsida,Brassicales,Brassicaceae,3041798,
Biscutella valentina pyrenaica,Biscutella valentina pyrenaica (A. Huet) Grau & Klingenberg,FALSE,Biscutella,valentina,pyrenaica,Magnoliopsida,Brassicales,Brassicaceae,3041858,
Biscutella valentina valentina,Biscutella valentina valentina (Loefl. ex L.) Heywood,FALSE,Biscutella,valentina,valentina,Magnoliopsida,Brassicales,Brassicaceae,3041768,
Bituminaria bituminosa,Bituminaria bituminosa (L.) C.H. Stirt.,FALSE,Bituminaria,bituminosa,NA,Magnoliopsida,Fabales,Fabaceae,2952882,
Blackstonia acuminata acuminata,Blackstonia acuminata acuminata (W.D.J. Koch & Ziz) Domin,FALSE,Blackstonia,acuminata,acuminata,Magnoliopsida,Gentianales,Gentianaceae,3841866,
Blackstonia acuminata aestiva,Blackstonia acuminata aestiva (K. Malý) Zeltner,FALSE,Blackstonia,acuminata,aestiva,Magnoliopsida,Gentianales,Gentianaceae,3841866,
Blackstonia grandiflora,Blackstonia grandiflora (Viv.) Pau,FALSE,Blackstonia,grandiflora,NA,Magnoliopsida,Gentianales,Gentianaceae,7577192,
Blackstonia imperfoliata,Blackstonia imperfoliata (L. fil.) Samp.,FALSE,Blackstonia,imperfoliata,NA,Magnoliopsida,Gentianales,Gentianaceae,8692916,
Blackstonia perfoliata intermedia,Blackstonia perfoliata intermedia (Ten.) Zeltner,FALSE,Blackstonia,perfoliata,intermedia,Magnoliopsida,Gentianales,Gentianaceae,6366886,
Blackstonia perfoliata perfoliata,Blackstonia perfoliata perfoliata (L.) Huds.,FALSE,Blackstonia,perfoliata,perfoliata,Magnoliopsida,Gentianales,Gentianaceae,6366886,
Blysmus compressus,Blysmus compressus (L.) Panz. ex Link,FALSE,Blysmus,compressus,NA,Magnoliopsida,Poales,Cyperaceae,2710650,
