NUMERIC REFERENCE,REFERENCE,CITATION,NUMBER OF OCCURRENCES
176,"Araque, A. T., & Mendías, C. S. (2023). Cathissa villasina, un endemismo oculto tras la sombra de C. reverchonii. Conservación vegetal, (27), 1-6.","Araque, A. T., & Mendías, C. S. (2023). Cathissa villasina, un endemismo oculto tras la sombra de C. reverchonii. Conservación vegetal, (27), 1-6.",4
209,"Carapeto, A. (2021). Onobrychis caput-galli (L.) Lam., a new Fabaceae for the Portuguese flora. Acta Botanica Malacitana, 46, 167-168.. https://doi.org/10.24310/abm.v46i.13508","Carapeto, A. (2021). Onobrychis caput-galli (L.) Lam., a new Fabaceae for the Portuguese flora. Acta Botanica Malacitana, 46, 167-168.. https://doi.org/10.24310/abm.v46i.13508",4
212,"Cardona, C., Capó, M. First insular population of the critically endangered Cistus heterophyllus subsp. carthaginensis on Cabrera Archipelago National Park (Balearic Islands, Spain). Biodivers Conserv 32, 811–820 (2023).. https://doi.org/10.1007/s10531-022-02526-2","Cardona, C., Capó, M. First insular population of the critically endangered Cistus heterophyllus subsp. carthaginensis on Cabrera Archipelago National Park (Balearic Islands, Spain). Biodivers Conserv 32, 811–820 (2023).. https://doi.org/10.1007/s10531-022-02526-2",4
231,"Costa A, Cherubini P, Graça J, Spiecker H, Barbosa I, Máguas C. 2022. Beyond width and density: stable carbon and oxygen isotopes in cork-rings provide insights of physiological responses to water stress in Quercus suber L. PeerJ 10:e14270. https://doi.org/10.7717/peerj.14270","Costa A, Cherubini P, Graça J, Spiecker H, Barbosa I, Máguas C. 2022. Beyond width and density: stable carbon and oxygen isotopes in cork-rings provide insights of physiological responses to water stress in Quercus suber L. PeerJ 10:e14270. https://doi.org/10.7717/peerj.14270",4
238,"de Andrés, J. P. (2003). Fumana hispidula Loscos & J. Pardo (Cistaceae) en Navarra. Munibe Ciencias Naturales. Natur zientziak, (54), 139-140.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2003139140CN.pdf","de Andrés, J. P. (2003). Fumana hispidula Loscos & J. Pardo (Cistaceae) en Navarra. Munibe Ciencias Naturales. Natur zientziak, (54), 139-140.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2003139140CN.pdf",4
256,"Fagúndez, J., & Díaz-Tapia, P. (2023). Comparative phylogeography of a restricted and a widespread heather: genetic evidence of multiple independent introductions of Erica mackayana into Ireland from northern Spain. Botanical Journal of the Linnean Society.. https://doi.org/10.1093/botlinnean/boac071","Fagúndez, J., & Díaz-Tapia, P. (2023). Comparative phylogeography of a restricted and a widespread heather: genetic evidence of multiple independent introductions of Erica mackayana into Ireland from northern Spain. Botanical Journal of the Linnean Society.. https://doi.org/10.1093/botlinnean/boac071",4
277,"Galán de Mera, A., & Linares Perea, E. (2022). Nuevas citas de Taraxacum F.H. Wigg. (Asteraceae) para la flora ibérica. Acta Botanica Malacitana, 47, 87-91.. https://doi.org/10.24310/abm.v47i.14725","Galán de Mera, A., & Linares Perea, E. (2022). Nuevas citas de Taraxacum F.H. Wigg. (Asteraceae) para la flora ibérica. Acta Botanica Malacitana, 47, 87-91.. https://doi.org/10.24310/abm.v47i.14725",4
297,"Gómez-Murillo (2022) Anotaciones Anatómicas y de Biología de la Reproducción a la Flora de Extremadura. Folia Botanica Extremadurensis 16, 159 - 199. http://cicytex.juntaex.es/es/descargas/publicaciones-periodicas/83/folia-botanica-extremadurensis","Gómez-Murillo (2022) Anotaciones Anatómicas y de Biología de la Reproducción a la Flora de Extremadura. Folia Botanica Extremadurensis 16, 159 - 199. http://cicytex.juntaex.es/es/descargas/publicaciones-periodicas/83/folia-botanica-extremadurensis",4
315,"Güzel, M. E. (2022). A new subgenus of Sonchus (Asteraceae: Cichorieae) inferred from molecular data. Phytotaxa, 531(3), 211-229.. https://doi.org/10.11646/phytotaxa.531.3.3","Güzel, M. E. (2022). A new subgenus of Sonchus (Asteraceae: Cichorieae) inferred from molecular data. Phytotaxa, 531(3), 211-229.. https://doi.org/10.11646/phytotaxa.531.3.3",4
319,"Hermosilla, C. E. (2023). Varios Cistus raros en Miranda de Ebro (Burgos). Flora Montiberica, (85), 81-82.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","Hermosilla, C. E. (2023). Varios Cistus raros en Miranda de Ebro (Burgos). Flora Montiberica, (85), 81-82.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",4
324,"Iglesias-Carrasco, M. (2013). Nueva cita de Utricularia australis R. Br. en el País Vasco. Munibe (Ciencias Naturales-Natur Zientziak), (61), 149-152.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2013149152CN.pdf","Iglesias-Carrasco, M. (2013). Nueva cita de Utricularia australis R. Br. en el País Vasco. Munibe (Ciencias Naturales-Natur Zientziak), (61), 149-152.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2013149152CN.pdf",4
370,"Mateo-Sanz, G. (2023). Contribuciones a la flora del Sistema Ibérico, XVII. Flora Montibérica, 85. 103-105.","Mateo-Sanz, G. (2023). Contribuciones a la flora del Sistema Ibérico, XVII. Flora Montibérica, 85. 103-105.",4
373,"Mateo-Sanz, G., Egido-Mazuelas, F., & Gómiz-García, F. (2023). Aportaciones al conocimiento del género Hieracium L. en España, XXXVI. Flora Montibérica, 85. 33-41.","Mateo-Sanz, G., Egido-Mazuelas, F., & Gómiz-García, F. (2023). Aportaciones al conocimiento del género Hieracium L. en España, XXXVI. Flora Montibérica, 85. 33-41.",4
374,"Mateo Sanz, G. & J.I. Peris Figuerola (2023). De Flora Valentina, XXVI. Flora Montiberica 87: 145-147.","Mateo Sanz, G. & J.I. Peris Figuerola (2023). De Flora Valentina, XXVI. Flora Montiberica 87: 145-147.",4
413,"Ortega Olivencia, A., Rodríguez Riaño, T., Valtueña, F. J., & López Nieto, E. (2023). Novedades florísticas para Extremadura. Acta Botanica Malacitana, 48, 150–153. https://doi.org/10.24310/abm.48.2023.16970","Ortega Olivencia, A., Rodríguez Riaño, T., Valtueña, F. J., & López Nieto, E. (2023). Novedades florísticas para Extremadura. Acta Botanica Malacitana, 48, 150–153. https://doi.org/10.24310/abm.48.2023.16970",4
436,"Porto, M., S. Lobo Dias & P. Alves (2024). Three new native species to the portuguese flora from the rivers of Trás-os-Montes. Acta Bot. Malacitana 49: 128-133.. DOI: https://doi.org/10.24310/abm.49.2024.17799","Porto, M., S. Lobo Dias & P. Alves (2024). Three new native species to the portuguese flora from the rivers of Trás-os-Montes. Acta Bot. Malacitana 49: 128-133.. DOI: https://doi.org/10.24310/abm.49.2024.17799",4
443,"Ramírez Rodríguez, R., R. Román Hernández & F. Amich (2023). Redescubierta una población del endemismo ibérico amenazado Delphinium fissum subsp. sordidum. Flora Montiberica 87: 93-98.","Ramírez Rodríguez, R., R. Román Hernández & F. Amich (2023). Redescubierta una población del endemismo ibérico amenazado Delphinium fissum subsp. sordidum. Flora Montiberica 87: 93-98.",4
449,"Rodrigo, A. L., Aguirre, J. A. C., & Erben, M. (2022). De la presencia en la provincia de Burgos del género Limonium, L. thiniense Erben, y sobre otra nueva cita del raro Sonchus maritimus L. Munibe Ciencias Naturales. Natur zientziak, (70), 143-150.. https://www.aranzadi.eus/fileadmin/docs/Munibe/mcn20227010.pdf","Rodrigo, A. L., Aguirre, J. A. C., & Erben, M. (2022). De la presencia en la provincia de Burgos del género Limonium, L. thiniense Erben, y sobre otra nueva cita del raro Sonchus maritimus L. Munibe Ciencias Naturales. Natur zientziak, (70), 143-150.. https://www.aranzadi.eus/fileadmin/docs/Munibe/mcn20227010.pdf",4
453,"Rodríguez-Campo, F. J., Bandini, D., & Olariaga, I. (2023). Inocybe hamadryadis (Inocybaceae, Agaricales), a new smooth-spored species from Europe and West Asia. Phytotaxa, 594(3), 191-203. https://doi.org/10.11646/phytotaxa.594.3.3","Rodríguez-Campo, F. J., Bandini, D., & Olariaga, I. (2023). Inocybe hamadryadis (Inocybaceae, Agaricales), a new smooth-spored species from Europe and West Asia. Phytotaxa, 594(3), 191-203. https://doi.org/10.11646/phytotaxa.594.3.3",4
459,"Romero-Zarco, C. M., Sáez, L., & Romero-García, A. T. (2021). Notas sobre algunas gramíneas (Poaceae: Poeae) de la flora ibérica. Acta Botanica Malacitana, 46, 103-106.. https://doi.org/10.24310/abm.v46i.11925","Romero-Zarco, C. M., Sáez, L., & Romero-García, A. T. (2021). Notas sobre algunas gramíneas (Poaceae: Poeae) de la flora ibérica. Acta Botanica Malacitana, 46, 103-106.. https://doi.org/10.24310/abm.v46i.11925",4
499,"Tartilán García, T. (2024). Estudio del estado de conservación de plantas halófitas amenazadas de Madrid. TFG. Universidad Autónoma de Madrid. NA","Tartilán García, T. (2024). Estudio del estado de conservación de plantas halófitas amenazadas de Madrid. TFG. Universidad Autónoma de Madrid. NA",4
501,"Vargas, P., & Luceño, M. (1987). Aportaciones al conocimiento de la flora de Gredos II. Munibe, (39), 133-134. https://www.aranzadi.eus/fileadmin/docs/Munibe/1987133134CN.pdf","Vargas, P., & Luceño, M. (1987). Aportaciones al conocimiento de la flora de Gredos II. Munibe, (39), 133-134. https://www.aranzadi.eus/fileadmin/docs/Munibe/1987133134CN.pdf",4
504,"Vílchez Vivanco, J. A., Marruecos, J. M., Jiménez, M. N., & Navarro, F. B. (2022). Nueva localidad para Juniperus thurifera L. (Cupressaceae) en la provincia de Granada (España). Acta Botanica Malacitana, 47, 99–101. https://doi.org/10.24310/abm.v47i.15183","Vílchez Vivanco, J. A., Marruecos, J. M., Jiménez, M. N., & Navarro, F. B. (2022). Nueva localidad para Juniperus thurifera L. (Cupressaceae) en la provincia de Granada (España). Acta Botanica Malacitana, 47, 99–101. https://doi.org/10.24310/abm.v47i.15183",4
508,"Wachowiak, W., Perry, A., Zaborowska, J., Gonzalez-Martinez, S. C., & Cavers, S. (2022). Admixture and selection patterns across the European distribution of Scots pine, Pinus sylvestris (Pinaceae). Botanical Journal of the Linnean Society, 200(3), 416-432.. https://doi.org/10.1093/botlinnean/boac016","Wachowiak, W., Perry, A., Zaborowska, J., Gonzalez-Martinez, S. C., & Cavers, S. (2022). Admixture and selection patterns across the European distribution of Scots pine, Pinus sylvestris (Pinaceae). Botanical Journal of the Linnean Society, 200(3), 416-432.. https://doi.org/10.1093/botlinnean/boac016",4
190,"Baudet Mancheño, R., Martínez Labarga J.M. 2020. Sobre la presencia de Vincetoxum nigrum (L.) Moench en los montes de Valsaín (Parque Nacional Sierra de Guadarrama). Flora Montiberica 77: 108-111.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_108-111_2020.pdf","Baudet Mancheño, R., Martínez Labarga J.M. 2020. Sobre la presencia de Vincetoxum nigrum (L.) Moench en los montes de Valsaín (Parque Nacional Sierra de Guadarrama). Flora Montiberica 77: 108-111.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_108-111_2020.pdf",3
215,"Casimiro-Soriguer Solanas, F. 2020. Arenaria montana L. (Caryophyllaceae) en el sur de la Península Ibérica y el Norte de África: aspectos taxonómicos, nomenclaturales y corológicos. Acta Botanica Malacitana 45: 191-196. https://revistas.uma.es/index.php/abm/article/view/8440/11479","Casimiro-Soriguer Solanas, F. 2020. Arenaria montana L. (Caryophyllaceae) en el sur de la Península Ibérica y el Norte de África: aspectos taxonómicos, nomenclaturales y corológicos. Acta Botanica Malacitana 45: 191-196. https://revistas.uma.es/index.php/abm/article/view/8440/11479",3
239,"De Bellard Pecchio, I., Hervás Serrano, J.L. 2021. Primera cita de Colchicum multiflorum Brot. (Colchicaceae) para Andalucía. Flora Montiberica 79: 77-78. http://www.floramontiberica.org/FM/n79.htm","De Bellard Pecchio, I., Hervás Serrano, J.L. 2021. Primera cita de Colchicum multiflorum Brot. (Colchicaceae) para Andalucía. Flora Montiberica 79: 77-78. http://www.floramontiberica.org/FM/n79.htm",3
253,"Espinosa, J., Torres, N., Stafforini, M. 2020. Situació de Juniperus oxycedrus subsp. Macrocarpa a les illes Pitiüses al 2020. Bolletí de la Societat d’Historia Natural de les Balears 63: 153-157. https://raco.cat/index.php/BolletiSHNBalears/article/view/385134/478235","Espinosa, J., Torres, N., Stafforini, M. 2020. Situació de Juniperus oxycedrus subsp. Macrocarpa a les illes Pitiüses al 2020. Bolletí de la Societat d’Historia Natural de les Balears 63: 153-157. https://raco.cat/index.php/BolletiSHNBalears/article/view/385134/478235",3
285,"García Alonso, D., Márquez García, F. & Vázquez Pardo, F.M. (2021) Lemna Valdiviana Phil. Folia Botanica Extremadurensis, 15, 109 - 114. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","García Alonso, D., Márquez García, F. & Vázquez Pardo, F.M. (2021) Lemna Valdiviana Phil. Folia Botanica Extremadurensis, 15, 109 - 114. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",3
308,"González García, V., I. Romero, I. Blanco Menéndez, S.R. Rodríguez, Á. Argüelles Longo & H. Nava Fernández (2024). Ophrys lutea Cav. subsp. lutea y Ophrys speculum Link. subsp. speculum en el Principado de Asturias. Flora Montiberica 89: 11-15.","González García, V., I. Romero, I. Blanco Menéndez, S.R. Rodríguez, Á. Argüelles Longo & H. Nava Fernández (2024). Ophrys lutea Cav. subsp. lutea y Ophrys speculum Link. subsp. speculum en el Principado de Asturias. Flora Montiberica 89: 11-15.",3
311,"Gracia, J.M., Laguna, E., Fabregat, C., Pérez-Rovira, P., Navarro, A., Llopis, A. 2021. Moneses uniflora (Pyrolaceae) novedad para la flora valenciana. Flora Montiberica 79: 131-133. http://www.floramontiberica.org/FM/n79.htm","Gracia, J.M., Laguna, E., Fabregat, C., Pérez-Rovira, P., Navarro, A., Llopis, A. 2021. Moneses uniflora (Pyrolaceae) novedad para la flora valenciana. Flora Montiberica 79: 131-133. http://www.floramontiberica.org/FM/n79.htm",3
318,"Hermosilla-Fernández, C. E. (2023). Varios Cistus raros en Miranda de Ebro (Burgos). Flora Montibérica, 85. 81-82.","Hermosilla-Fernández, C. E. (2023). Varios Cistus raros en Miranda de Ebro (Burgos). Flora Montibérica, 85. 81-82.",3
333,"Lázaro-Bello, J.A. 2020. Avena eriantha Durieu (Gramineae) en la Cuenca del Duero (España). Acta Botanica Malacitana 45: 161-164. DOI: http://dx.doi.org/10.24310/abm.v45i0.7468. https://revistas.uma.es/index.php/abm/article/view/7468/11104","Lázaro-Bello, J.A. 2020. Avena eriantha Durieu (Gramineae) en la Cuenca del Duero (España). Acta Botanica Malacitana 45: 161-164. DOI: http://dx.doi.org/10.24310/abm.v45i0.7468. https://revistas.uma.es/index.php/abm/article/view/7468/11104",3
340,"López-García, D., Cánovas, J.L., Jiménez, J.F., Robles, J., Sánchez-Gómez, P. 2021. Anales de biología 43: 49-51. DOI: http://dx.doi.org/10.6018/analesbio.43.05. https://www.um.es/analesdebiologia/numeros/43/PDF/43_2021_05.pdf","López-García, D., Cánovas, J.L., Jiménez, J.F., Robles, J., Sánchez-Gómez, P. 2021. Anales de biología 43: 49-51. DOI: http://dx.doi.org/10.6018/analesbio.43.05. https://www.um.es/analesdebiologia/numeros/43/PDF/43_2021_05.pdf",3
341,"López-Tirado, J., Rodríguez-Estévez, V., Díaz-Gaona, C., Sanz-Fernández, S. 2020. Primera cita de Trifolium vesiculosum Savi (Fabaceae) en la provincia de Sevilla (Andalucía, España). Acta Botanica Malacitana 46: 235-236. DOI: http://dx.doi.org/10.24310/abm.v45i0.10226. https://revistas.uma.es/index.php/abm/article/view/10226/11120","López-Tirado, J., Rodríguez-Estévez, V., Díaz-Gaona, C., Sanz-Fernández, S. 2020. Primera cita de Trifolium vesiculosum Savi (Fabaceae) en la provincia de Sevilla (Andalucía, España). Acta Botanica Malacitana 46: 235-236. DOI: http://dx.doi.org/10.24310/abm.v45i0.10226. https://revistas.uma.es/index.php/abm/article/view/10226/11120",3
352,MA Herbarium,MA Herbarium,3
368,"Martínez Saldaña, A. 2020. Primera localidad de Epipogium aphyllum Sw. (Orchidaceae) en el Parque Nacional de Ordesa y Monte Perdido. Flora Montiberica 78: 90-91.. http://www.floramontiberica.org/FM/078/Flora_Montib_078_090-091_2020.pdf","Martínez Saldaña, A. 2020. Primera localidad de Epipogium aphyllum Sw. (Orchidaceae) en el Parque Nacional de Ordesa y Monte Perdido. Flora Montiberica 78: 90-91.. http://www.floramontiberica.org/FM/078/Flora_Montib_078_090-091_2020.pdf",3
393,"Mateo, G., Devesa, J.A. 2020. Hieracium elisaeanum Arv.-Touv. Ex Willk. (Asteraceae), novedad para la flora de Andalucía Occidental (España). Acta Botanica Malacitana 45: 237-238. DOI: http://dx.doi.org/10.24310/abm.v45i0.10498. https://revistas.uma.es/index.php/abm/article/view/10498/11121","Mateo, G., Devesa, J.A. 2020. Hieracium elisaeanum Arv.-Touv. Ex Willk. (Asteraceae), novedad para la flora de Andalucía Occidental (España). Acta Botanica Malacitana 45: 237-238. DOI: http://dx.doi.org/10.24310/abm.v45i0.10498. https://revistas.uma.es/index.php/abm/article/view/10498/11121",3
419,"Peláez-Blanco, J., Gallego-Rojas, N., Rodríguez-García, A., Álvarez-Gómez, E., & González-Ortega, D. (2023). Orchis papilionacea L., novedad para la orquidoflora de la provincia de Burgos. Flora Montibérica 86, 10-12.","Peláez-Blanco, J., Gallego-Rojas, N., Rodríguez-García, A., Álvarez-Gómez, E., & González-Ortega, D. (2023). Orchis papilionacea L., novedad para la orquidoflora de la provincia de Burgos. Flora Montibérica 86, 10-12.",3
423,"Pérez Carro, F.J., Fernández Areces M.P. 2020. Aportaciones al conocimiento del agregado Cystopteris fragilis en España. Flora Montiberica 77: 43-51.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_043-051_2020.pdf","Pérez Carro, F.J., Fernández Areces M.P. 2020. Aportaciones al conocimiento del agregado Cystopteris fragilis en España. Flora Montiberica 77: 43-51.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_043-051_2020.pdf",3
426,"Pérez de Ana, J. M. (2021). Nuevas citas de flora amenazada y rara en el País Vasco III. Munibe Ciencias Naturales. Natur zientziak, (69), 137-147.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","Pérez de Ana, J. M. (2021). Nuevas citas de flora amenazada y rara en el País Vasco III. Munibe Ciencias Naturales. Natur zientziak, (69), 137-147.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",3
448,"Robles Domínguez, E., Becerra Parra, M. 2021. Contribución al conocimiento de la orquideoflora de la Comunidad Foral de Navarra (Noreste de la Península Ibérica). Acta Botanica Malacitana 46. DOI: https://doi.org/10.24310/abm.v46i.10589. https://revistas.uma.es/index.php/abm/article/view/10589/12779","Robles Domínguez, E., Becerra Parra, M. 2021. Contribución al conocimiento de la orquideoflora de la Comunidad Foral de Navarra (Noreste de la Península Ibérica). Acta Botanica Malacitana 46. DOI: https://doi.org/10.24310/abm.v46i.10589. https://revistas.uma.es/index.php/abm/article/view/10589/12779",3
484,"Senar, R., Ferrer-Gallego, P.P., Laguna, E., Rosselló, J.A., Sáez, L. 2020. Micromeria rodriguezii (Lamiaceae) en la flora peninsular ibérica. Collectanea Botanica 39: e006. DOI: https://doi.org/10.3989/collectbot.2020.v39.006. https://collectaneabotanica.revistas.csic.es/index.php/collectaneabotanica/article/view/287/413","Senar, R., Ferrer-Gallego, P.P., Laguna, E., Rosselló, J.A., Sáez, L. 2020. Micromeria rodriguezii (Lamiaceae) en la flora peninsular ibérica. Collectanea Botanica 39: e006. DOI: https://doi.org/10.3989/collectbot.2020.v39.006. https://collectaneabotanica.revistas.csic.es/index.php/collectaneabotanica/article/view/287/413",3
491,SEV Herbarium,SEV Herbarium,3
500,"Tomasello, S., Karbstein, K., Hodaĉ, L., Paetzold, C., Horändl, E. 2020. Phylogenomics unravels Quaternary vicariance and allopatric speciation patterns in temperate-montane plant species: A case study on the Ranunculus auricomus species complex. Molecular ecology 29(11): 2031-2049. DOI: https://doi.org/10.1111/mec.15458. https://onlinelibrary.wiley.com/doi/10.1111/mec.15458","Tomasello, S., Karbstein, K., Hodaĉ, L., Paetzold, C., Horändl, E. 2020. Phylogenomics unravels Quaternary vicariance and allopatric speciation patterns in temperate-montane plant species: A case study on the Ranunculus auricomus species complex. Molecular ecology 29(11): 2031-2049. DOI: https://doi.org/10.1111/mec.15458. https://onlinelibrary.wiley.com/doi/10.1111/mec.15458",3
175,"Aparicio,  A.  &  Silvestre,  S.  1987.  Flora  del  Parque  Natural  de  laSierra  de  Grazalema.  Junta  de  Andalucía,  Agencia  de  MedioAmbiente, Monografías del Medio Ambiente, Sevilla.","Aparicio,  A.  &  Silvestre,  S.  1987.  Flora  del  Parque  Natural  de  laSierra  de  Grazalema.  Junta  de  Andalucía,  Agencia  de  MedioAmbiente, Monografías del Medio Ambiente, Sevilla.",2
181,"Aykurt, C., Sümbül, H., Gülben, M., Sari, D. Konurallp, L. Y. (2021). Omphalodes nedimeae (Boraginaceae), a new species from the Mediterranean Region of Turkey. Phytotaxa 498.4: 242-254. https://doi.org/10.11646/phytotaxa.498.4.2","Aykurt, C., Sümbül, H., Gülben, M., Sari, D. Konurallp, L. Y. (2021). Omphalodes nedimeae (Boraginaceae), a new species from the Mediterranean Region of Turkey. Phytotaxa 498.4: 242-254. https://doi.org/10.11646/phytotaxa.498.4.2",2
207,"Cancelas Franco, M. J., Pino Pérez, J. J., & Pino Pérez, R. (2022). Securigera varia (L.) Lassen,(Leguminosae, Loteae) en Galicia. Boletín BIGA, (20), 119-125.. https://biga.org/Boletin_BIGA/Boletin_BIGA20/Cancelas_Securigera_varia_Galicia_BB20_p119-125.pdf","Cancelas Franco, M. J., Pino Pérez, J. J., & Pino Pérez, R. (2022). Securigera varia (L.) Lassen,(Leguminosae, Loteae) en Galicia. Boletín BIGA, (20), 119-125.. https://biga.org/Boletin_BIGA/Boletin_BIGA20/Cancelas_Securigera_varia_Galicia_BB20_p119-125.pdf",2
214,"Carlón, L., J. M. González del Valle, M. Laínz, G. Moreno Moral, J. M. Rodríguez Berdasco y O. Sánchez Pedraja, 2010. Contribuciones al conocimiento de la flora cantábrica, VIII. Doc. Jard. Bot. Atlántico 7: 1-95. Gijón.","Carlón, L., J. M. González del Valle, M. Laínz, G. Moreno Moral, J. M. Rodríguez Berdasco y O. Sánchez Pedraja, 2010. Contribuciones al conocimiento de la flora cantábrica, VIII. Doc. Jard. Bot. Atlántico 7: 1-95. Gijón.",2
218,"Casimiro-Soriguer Solanas, F., Hidalgo Triana, N., Zafra, M., & Pérez Latorre, A. V. (2022). Nuevas citas de interés para la flora vascular terrestre del litoral ibérico del mar de Alborán (Andalucía, España). Acta Botanica Malacitana, 47, 77-81.. https://doi.org/10.24310/abm.v47i.14240","Casimiro-Soriguer Solanas, F., Hidalgo Triana, N., Zafra, M., & Pérez Latorre, A. V. (2022). Nuevas citas de interés para la flora vascular terrestre del litoral ibérico del mar de Alborán (Andalucía, España). Acta Botanica Malacitana, 47, 77-81.. https://doi.org/10.24310/abm.v47i.14240",2
233,Datos propios Grupo de Investigación TaCoBi de la Universidad de León (proyecto SEPHICs),Datos propios Grupo de Investigación TaCoBi de la Universidad de León (proyecto SEPHICs),2
237,"de Ana, J. M. P. (2017). Nuevas citas de flora amenazada y rara en el País Vasco II. Munibe Ciencias Naturales. Natur zientziak, (65), 127-140.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","de Ana, J. M. P. (2017). Nuevas citas de flora amenazada y rara en el País Vasco II. Munibe Ciencias Naturales. Natur zientziak, (65), 127-140.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",2
269,"Fraser-Jenkins, C. R., & Silva, V. (2021). Asplenium trichomanes L. subsp. coriaceifolium (Pteridophyta: Aspleniaceae) in continental Portugal. Acta Botanica Malacitana, 46, 169-172..  https://doi.org/10.24310/abm.v46i.13526","Fraser-Jenkins, C. R., & Silva, V. (2021). Asplenium trichomanes L. subsp. coriaceifolium (Pteridophyta: Aspleniaceae) in continental Portugal. Acta Botanica Malacitana, 46, 169-172..  https://doi.org/10.24310/abm.v46i.13526",2
272,"Fuentes, J., Ortega, M., Cueto, M., & Blanca, G. (2024). Tres nuevas aportaciones para la flora vascular de Andalucía (sur de España). Acta Botanica Malacitana, 49, 105–110. https://doi.org/10.24310/abm.49.2024.18914","Fuentes, J., Ortega, M., Cueto, M., & Blanca, G. (2024). Tres nuevas aportaciones para la flora vascular de Andalucía (sur de España). Acta Botanica Malacitana, 49, 105–110. https://doi.org/10.24310/abm.49.2024.18914",2
276,"Galán de Mera, A. & E. Linares Perea (2024). Nuevas citas ibéricas de Taraxacum F.H. Wigg. (Compositae, Cichorieae). Flora Montiberica 90, 64-69. http://www.floramontiberica.org/FM/090/Flora_Montib_090_064-069_2024.pdf","Galán de Mera, A. & E. Linares Perea (2024). Nuevas citas ibéricas de Taraxacum F.H. Wigg. (Compositae, Cichorieae). Flora Montiberica 90, 64-69. http://www.floramontiberica.org/FM/090/Flora_Montib_090_064-069_2024.pdf",2
296,"Gil, T. M., Marazuela, J. G., & Rico, J. (2022). Dos novedades corológicas para la orquidoflora de la provincia de Segovia. Flora Montiberica, (84), 69-72.. http://www.floramontiberica.org/FM/Flora_Montiberica84.pdf","Gil, T. M., Marazuela, J. G., & Rico, J. (2022). Dos novedades corológicas para la orquidoflora de la provincia de Segovia. Flora Montiberica, (84), 69-72.. http://www.floramontiberica.org/FM/Flora_Montiberica84.pdf",2
323,"Ibargutxi, M. A. (2011). Ruppia drepanensis Tineo ex Guss. en Navarra. Munibe (Ciencias Naturales-Natur Zientziak), (59), 59-71.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2011059071CN.pdf","Ibargutxi, M. A. (2011). Ruppia drepanensis Tineo ex Guss. en Navarra. Munibe (Ciencias Naturales-Natur Zientziak), (59), 59-71.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2011059071CN.pdf",2
327,"Jáñez, A., Agut, A. & García-Plazaola, J.I. (2020) Conservación ex situ de Lilium pyrenaicum Gouan: un endemismo pirenaico-cantábrico. Munibe Monographs. Nature Series. 4, 35-45. https://www.aranzadi.eus/fileadmin/docs/Munibe/Munibe_MNS_04.pdf","Jáñez, A., Agut, A. & García-Plazaola, J.I. (2020) Conservación ex situ de Lilium pyrenaicum Gouan: un endemismo pirenaico-cantábrico. Munibe Monographs. Nature Series. 4, 35-45. https://www.aranzadi.eus/fileadmin/docs/Munibe/Munibe_MNS_04.pdf",2
330,"Kalouti, S., Osaloo, S. K., Attar, F., Susanna, A., & Garcia-Jacas, N. (2022). Molecular phylogeny of Cousinia sections Albidae, Stenocephalae and Cousinia (Asteraceae): Systematic implications. Phytotaxa, 536(2), 109-125.. https://doi.org/10.11646/phytotaxa.536.2.1","Kalouti, S., Osaloo, S. K., Attar, F., Susanna, A., & Garcia-Jacas, N. (2022). Molecular phylogeny of Cousinia sections Albidae, Stenocephalae and Cousinia (Asteraceae): Systematic implications. Phytotaxa, 536(2), 109-125.. https://doi.org/10.11646/phytotaxa.536.2.1",2
339,"Lluch, R. S. (2022). Euphorbia dracunculoides Lam. subsp. inconspicua (Ball) Maire, novedad para la flora valenciana. Flora Montiberica, (84), 18-21.. http://www.floramontiberica.org/FM/Flora_Montiberica84.pdf","Lluch, R. S. (2022). Euphorbia dracunculoides Lam. subsp. inconspicua (Ball) Maire, novedad para la flora valenciana. Flora Montiberica, (84), 18-21.. http://www.floramontiberica.org/FM/Flora_Montiberica84.pdf",2
