"Taxon","UTM10x10","UTM1x1","Ref"
"Prunus mahaleb","30TXK13","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK24","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK34","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK25","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK33","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK93","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK94","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK84","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK85","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK83","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK76","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK86","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK88","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK89","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK95","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK96","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK97","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK98","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK78","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK79","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWK99","---","García Cardo et al., 2020"
"Prunus mahaleb","30TWL70","---","García Cardo et al., 2020"
"Prunus prostrata","30TXK06","---","García Cardo et al., 2020"
"Prunus prostrata","30TXK05","---","García Cardo et al., 2020"
"Prunus prostrata","30TXK16","---","García Cardo et al., 2020"
"Prunus prostrata","30TXK15","---","García Cardo et al., 2020"
"Prunus prostrata","30TXK24","---","García Cardo et al., 2020"
"Prunus prostrata","30TXK33","---","García Cardo et al., 2020"
"Prunus prostrata","30TWK94","---","García Cardo et al., 2020"
"Prunus prostrata","30TWK85","---","García Cardo et al., 2020"
"Prunus prostrata","30TWK95","---","García Cardo et al., 2020"
"Prunus prostrata","30TWK97","---","García Cardo et al., 2020"
"Prunus prostrata","30TWK98","---","García Cardo et al., 2020"
"Pulsatilla rubra","30SXK12","---","García Cardo et al., 2020"
"Pulsatilla rubra","30SXK21","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TXK06","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TXK04","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TWK85","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TWK86","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TWK87","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TWK88","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TWK96","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TWK97","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TWK98","---","García Cardo et al., 2020"
"Pyrola chlorantha","30TWK65","---","García Cardo et al., 2020"
"Pyrus bourgaeana","30SXK12","---","García Cardo et al., 2020"
"Pyrus bourgaeana","30SXK40","---","García Cardo et al., 2020"
"Pyrus bourgaeana","30SWJ99","---","García Cardo et al., 2020"
"Pyrus bourgaeana","30SWJ89","---","García Cardo et al., 2020"
"Pyrus bourgaeana","30SWJ49","---","García Cardo et al., 2020"
"Pyrus bourgaeana","30SXK41","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TXK06","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TXK14","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TXK05","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TXK15","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TXK24","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK58","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK84","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK85","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK74","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK76","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK86","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK87","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK88","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK89","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK95","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK96","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK97","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK98","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK78","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK75","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK79","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK99","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK68","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK69","---","García Cardo et al., 2020"
"Rhaponticoides alpina","30TWK66","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK06","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK14","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK07","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK05","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK16","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK15","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK24","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK34","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK25","---","García Cardo et al., 2020"
"Ribes alpinum","30TXK04","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK85","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK87","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK88","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK89","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK95","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK96","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK97","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK98","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK78","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK79","---","García Cardo et al., 2020"
"Ribes alpinum","30TWK99","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TXK06","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TXK07","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TXK05","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TXK16","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TXK15","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TWK85","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TWK86","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TWK88","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TWK96","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TWK97","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TWK98","---","García Cardo et al., 2020"
"Ribes uva-crispa","30TWK99","---","García Cardo et al., 2020"
"Rosa tomentosa","30SXK40","---","García Cardo et al., 2020"
"Rosa tomentosa","30SXK30","---","García Cardo et al., 2020"
"Rosa tomentosa","30SXK51","---","García Cardo et al., 2020"
"Rosa tomentosa","30SXK31","---","García Cardo et al., 2020"
"Rosa tomentosa","30TXK04","---","García Cardo et al., 2020"
"Rosa tomentosa","30TWK88","---","García Cardo et al., 2020"
"Rosa tomentosa","30TWK89","---","García Cardo et al., 2020"
"Rosa villosa","30TXK04","---","García Cardo et al., 2020"
"Rubus idaeus","30TXK05","---","García Cardo et al., 2020"
"Rubus idaeus","30TXK15","---","García Cardo et al., 2020"
"Rubus idaeus","30TXK04","---","García Cardo et al., 2020"
"Rubus idaeus","30TWK88","---","García Cardo et al., 2020"
"Rubus idaeus","30TWK89","---","García Cardo et al., 2020"
"Rubus idaeus","30TWK97","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30SWK72","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30SWK82","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30SWK92","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30SWK80","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TXK07","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TXK16","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TXK15","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TXK33","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TWK03","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TWK16","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TWK85","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TWK86","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TWK75","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TWK47","---","García Cardo et al., 2020"
"Sanguisorba officinalis","30TWK35","---","García Cardo et al., 2020"
"Saxifraga corsica cossoniana","30TXK34","---","García Cardo et al., 2020"
"Saxifraga corsica cossoniana","30TXK33","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30SXJ27","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30SXK51","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TXK06","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TXK14","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TXK07","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TXK05","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TXK13","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TXK04","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK94","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK84","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK85","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK74","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK83","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK76","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK86","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK87","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK89","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK95","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK96","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK97","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK98","---","García Cardo et al., 2020"
"Saxifraga latepetiolata","30TWK75","---","García Cardo et al., 2020"
"Scutellaria galericulata","30SWJ77","---","García Cardo et al., 2020"
"Scutellaria galericulata","30SWJ89","---","García Cardo et al., 2020"
"Scutellaria galericulata","30TXK14","---","García Cardo et al., 2020"
"Scutellaria galericulata","30TXK15","---","García Cardo et al., 2020"
"Scutellaria galericulata","30TWK85","---","García Cardo et al., 2020"
"Scutellaria galericulata","30TWK74","---","García Cardo et al., 2020"
"Scutellaria galericulata","30TWK73","---","García Cardo et al., 2020"
"Scutellaria galericulata","30TWK88","---","García Cardo et al., 2020"
"Scutellaria galericulata","30TWK95","---","García Cardo et al., 2020"
"Senecio adonidifolius","30TWK89","---","García Cardo et al., 2020"
"Sorbus aria","30SWK72","---","García Cardo et al., 2020"
"Sorbus aria","30SWK82","---","García Cardo et al., 2020"
"Sorbus aria","30SWK92","---","García Cardo et al., 2020"
"Sorbus aria","30SXK12","---","García Cardo et al., 2020"
"Sorbus aria","30SXK40","---","García Cardo et al., 2020"
"Sorbus aria","30SXK51","---","García Cardo et al., 2020"
"Sorbus aria","30TXK06","---","García Cardo et al., 2020"
"Sorbus aria","30TXK14","---","García Cardo et al., 2020"
"Sorbus aria","30TXK05","---","García Cardo et al., 2020"
"Sorbus aria","30TXK16","---","García Cardo et al., 2020"
"Sorbus aria","30TXK15","---","García Cardo et al., 2020"
"Sorbus aria","30TXK24","---","García Cardo et al., 2020"
"Sorbus aria","30TXK25","---","García Cardo et al., 2020"
"Sorbus aria","30TXK04","---","García Cardo et al., 2020"
"Sorbus aria","30TWK17","---","García Cardo et al., 2020"
"Sorbus aria","30TWK84","---","García Cardo et al., 2020"
"Sorbus aria","30TWK85","---","García Cardo et al., 2020"
"Sorbus aria","30TWK83","---","García Cardo et al., 2020"
"Sorbus aria","30TWK76","---","García Cardo et al., 2020"
"Sorbus aria","30TWK73","---","García Cardo et al., 2020"
"Sorbus aria","30TWK86","---","García Cardo et al., 2020"
"Sorbus aria","30TWK87","---","García Cardo et al., 2020"
"Sorbus aria","30TWK88","---","García Cardo et al., 2020"
"Sorbus aria","30TWK89","---","García Cardo et al., 2020"
"Sorbus aria","30TWK95","---","García Cardo et al., 2020"
"Sorbus aria","30TWK96","---","García Cardo et al., 2020"
"Sorbus aria","30TWK97","---","García Cardo et al., 2020"
"Sorbus aria","30TWK98","---","García Cardo et al., 2020"
"Sorbus aria","30TWK78","---","García Cardo et al., 2020"
"Sorbus aria","30TWK75","---","García Cardo et al., 2020"
"Sorbus aria","30TWK79","---","García Cardo et al., 2020"
"Sorbus aria","30TWK77","---","García Cardo et al., 2020"
"Sorbus aria","30TWK99","---","García Cardo et al., 2020"
"Sorbus aria","30TWK68","---","García Cardo et al., 2020"
"Sorbus aria","30TWK67","---","García Cardo et al., 2020"
"Sorbus aria","30TWK69","---","García Cardo et al., 2020"
"Sorbus aucuparia","30TXK05","---","García Cardo et al., 2020"
"Sorbus aucuparia","30TXK04","---","García Cardo et al., 2020"
"Sorbus aucuparia","30TWK88","---","García Cardo et al., 2020"
"Sorbus domestica","30SXK42","---","García Cardo et al., 2020"
"Sorbus domestica","30SXK52","---","García Cardo et al., 2020"
"Sorbus domestica","30SXK12","---","García Cardo et al., 2020"
"Sorbus domestica","30SXK22","---","García Cardo et al., 2020"
"Sorbus domestica","30SWK52","---","García Cardo et al., 2020"
"Sorbus domestica","30SXK40","---","García Cardo et al., 2020"
"Sorbus domestica","30SWK51","---","García Cardo et al., 2020"
"Sorbus domestica","30TXK53","---","García Cardo et al., 2020"
"Sorbus domestica","30TXK14","---","García Cardo et al., 2020"
"Sorbus domestica","30TXK15","---","García Cardo et al., 2020"
"Sorbus domestica","30TXK13","---","García Cardo et al., 2020"
"Sorbus domestica","30TXK24","---","García Cardo et al., 2020"
"Sorbus domestica","30TXK23","---","García Cardo et al., 2020"
"Sorbus domestica","30TXK33","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK14","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK13","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK84","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK74","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK83","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK76","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK73","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK98","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK78","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK75","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK44","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK46","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK36","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK65","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK63","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK68","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK53","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK54","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK66","---","García Cardo et al., 2020"
"Sorbus domestica","30TWK56","---","García Cardo et al., 2020"
"Sorbus latifolia","30TWK96","---","García Cardo et al., 2020"
"Sorbus latifolia","30TWK98","---","García Cardo et al., 2020"
"Sorbus latifolia","30TWK78","---","García Cardo et al., 2020"
"Sorbus latifolia","30TWK59","---","García Cardo et al., 2020"
"Sorbus latifolia","30TWK67","---","García Cardo et al., 2020"
