"Resultados de pesquisa Flora-On";"3503 taxa"
"Data de consulta:";"18/02/2025"
"Território:";"Portugal Continental"
"Citação:";". 2025. Todas as espécies existentes em Portugal Continental - elenco florístico. Flora-On: Flora de Portugal interactiva. Sociedade Portuguesa de Botânica.";"Recurso em http://www.flora-on.pt/#1todas.";"Acedido em 18/02/2025"
"Por favor cite o Flora-On sempre que usar os dados"
"Link para esta pesquisa:";"https://flora-on.pt/#1todas"

"Pesquisa realizada:";"Todas as espécies existentes em Portugal Continental"
"Colaboradores que forneceram dados:";""

"Taxa correspondentes à pesquisa"
"Família";"Taxon";"Grau de endemismo";"Naturalidade";"Anexos DL 49/2005";"Categoria IUCN de risco de extinção";"Tipo biológico";"Nº de quadrículas";"Observadores na área"
"Apiaceae";"Pimpinella villosa";"Autóctone";"";"";"";"Hemicriptófito";221;""
"Apiaceae";"Prangos trifida";"Autóctone";"";"";"";"Hemicriptófito";44;""
"Apiaceae";"Pseudorlaya minuscula";"Autóctone";"";"";"";"Terófito";21;""
"Apiaceae";"Pseudorlaya pumila";"Autóctone";"";"";"";"Terófito";18;""
"Apiaceae";"Ridolfia segetum";"Autóctone";"";"";"";"Terófito";91;""
"Apiaceae";"Sanicula europaea";"Autóctone";"";"";"";"Hemicriptófito";15;""
"Apiaceae";"Scandix australis subsp. australis";"Autóctone";"";"";"";"Terófito";18;""
"Apiaceae";"Scandix pecten-veneris subsp. pecten-veneris";"Autóctone";"";"";"";"Terófito";212;""
"Apiaceae";"Selinum broteri";"Autóctone";"";"";"VU";"Hemicriptófito";24;""
"Apiaceae";"Seseli montanum subsp. peixotoanum";"Autóctone";"Endémica da Península Ibérica";"";"LC";"Hemicriptófito";9;""
"Apiaceae";"Seseli tortuosum";"Autóctone";"";"";"";"Hemicriptófito";49;""
"Apiaceae";"Smyrnium olusatrum";"Autóctone";"";"";"";"Hemicriptófito";227;""
"Apiaceae";"Smyrnium perfoliatum";"Autóctone";"";"";"";"Hemicriptófito";21;""
"Apiaceae";"Thapsia minor";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";181;""
"Apiaceae";"Thapsia nitida var. nitida";"Autóctone";"";"";"";"Hemicriptófito";3;""
"Apiaceae";"Thapsia nitida var. meridionalis";"Autóctone";"";"";"";"Hemicriptófito";3;""
"Apiaceae";"Thapsia nitida";"";"";"";"";"Hemicriptófito";79;""
"Apiaceae";"Thapsia transtagana";"Autóctone";"";"";"";"Hemicriptófito";91;""
"Apiaceae";"Thapsia villosa var. villosa";"Autóctone";"";"";"";"Hemicriptófito";51;""
"Apiaceae";"Thapsia villosa var. dissecta";"Autóctone";"";"";"";"Hemicriptófito";49;""
"Apiaceae";"Thapsia villosa";"";"";"";"";"Hemicriptófito";475;""
"Apiaceae";"Tordylium apulum";"Autóctone";"";"";"EN";"Terófito";2;""
"Apiaceae";"Tordylium maximum";"Autóctone";"";"";"";"Terófito";86;""
"Apiaceae";"Torilis arvensis subsp. purpurea";"Autóctone";"";"";"";"Terófito";103;""
"Apiaceae";"Torilis arvensis subsp. recta";"Autóctone";"";"";"";"Terófito";19;""
"Apiaceae";"Torilis arvensis";"";"";"";"";"Terófito";481;""
"Apiaceae";"Torilis arvensis subsp. neglecta";"Autóctone";"";"";"";"Terófito";194;""
"Apiaceae";"Torilis elongata";"Autóctone";"";"";"";"Terófito";31;""
"Apiaceae";"Torilis japonica";"Autóctone";"";"";"";"Terófito";21;""
"Apiaceae";"Torilis leptophylla";"Autóctone";"";"";"";"Terófito";19;""
"Apiaceae";"Torilis nodosa";"Autóctone";"";"";"";"Terófito";135;""
"Apiaceae";"Turgenia latifolia";"Autóctone";"";"";"";"Terófito";1;""
"Apocynaceae";"Araujia sericifera";"Introduzida";"Exótica";"";"";"Caméfito";12;""
"Apocynaceae";"Cynanchum acutum subsp. acutum";"Autóctone";"";"";"EN";"Hemicriptófito";14;""
"Apocynaceae";"Gomphocarpus fruticosus";"Introduzida";"Exótica";"";"";"Fanerófito";25;""
"Apocynaceae";"Gomphocarpus physocarpus";"Introduzida";"Exótica";"";"";"Fanerófito";17;""
"Apocynaceae";"Nerium oleander";"Autóctone";"";"";"";"Fanerófito";108;""
"Apocynaceae";"Vinca difformis subsp. difformis";"Autóctone";"";"";"";"Hemicriptófito";234;""
"Apocynaceae";"Vinca major subsp. major";"Introduzida";"Exótica";"";"";"Hemicriptófito";94;""
"Apocynaceae";"Vinca minor";"Introduzida";"Exótica";"";"";"Hemicriptófito";5;""
"Apocynaceae";"Vincetoxicum hirundinaria";"Autóctone";"";"";"VU";"Hemicriptófito";5;""
"Apocynaceae";"Vincetoxicum nigrum";"Autóctone";"";"";"";"Hemicriptófito";79;""
"Aquifoliaceae";"Ilex aquifolium";"Autóctone";"";"";"LC";"Fanerófito";106;""
"Araceae";"Arisarum simorrhinum";"Autóctone";"";"";"LC";"Geófito";396;""
"Araceae";"Arum cylindraceum";"Autóctone";"";"";"DD";"Geófito";1;""
"Araceae";"Arum italicum subsp. italicum";"Autóctone";"";"";"LC";"Geófito";388;""
"Araceae";"Biarum arundanum";"Autóctone";"";"";"";"Geófito";54;""
"Araceae";"Biarum mendax";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Geófito";19;""
"Araceae";"Lemna gibba";"Autóctone";"";"";"";"Hidrófito";43;""
"Araceae";"Lemna minor";"Autóctone";"";"";"";"Hidrófito";111;""
"Araceae";"Lemna minuta";"Introduzida";"Exótica";"";"";"";7;""
"Araceae";"Lemna trisulca";"Autóctone";"";"";"CR";"Hidrófito";0;""
"Araceae";"Spirodela polyrhiza";"Autóctone";"";"";"";"Hidrófito";7;""
"Araceae";"Spirodela punctata";"Autóctone";"";"";"";"Hidrófito";2;""
"Araceae";"Wolffia arrhiza";"Autóctone";"";"";"VU";"Hidrófito";15;""
"Araceae";"Zantedeschia aethiopica";"Introduzida";"Exótica";"";"";"Geófito";146;""
"Araliaceae";"Hedera hibernica";"Autóctone";"";"";"";"Fanerófito";283;""
"Araliaceae";"Hedera maderensis subsp. iberica";"Autóctone";"Endémica da Península Ibérica";"";"";"";48;""
"Arecaceae";"Chamaerops humilis";"Autóctone";"";"";"";"Fanerófito";40;""
"Aristolochiaceae";"Aristolochia baetica";"Autóctone";"";"";"";"Fanerófito";49;""
"Aristolochiaceae";"Aristolochia paucinervis";"Autóctone";"";"";"";"Geófito";413;""
"Aristolochiaceae";"Aristolochia pistolochia";"Autóctone";"";"";"";"Geófito";19;""
"Asparagaceae";"Agave americana";"Introduzida";"Exótica";"";"";"Caméfito";86;""
"Asparagaceae";"Anthericum liliago";"Autóctone";"";"";"VU";"Geófito";5;""
"Asparagaceae";"Aphyllanthes monspeliensis";"Autóctone";"";"";"EN";"Geófito";5;""
"Asparagaceae";"Asparagus acutifolius";"Autóctone";"";"";"";"Fanerófito";243;""
"Asparagaceae";"Asparagus albus";"Autóctone";"";"";"";"Fanerófito";122;""
"Asparagaceae";"Asparagus aphyllus";"Autóctone";"";"";"";"Fanerófito";352;""
"Asparagaceae";"Bellevalia hackelii";"Endémica";"Endémica de Portugal continental";"Anexo IV";"LC";"Geófito";28;""
"Asparagaceae";"Bellevalia trifoliata";"Autóctone";"";"";"CR";"Geófito";6;""
"Asparagaceae";"Dipcadi serotinum subsp. serotinum";"Autóctone";"";"";"";"Geófito";186;""
"Asparagaceae";"Furcraea foetida";"Introduzida";"Exótica";"";"";"Caméfito,Fanerófito";8;""
"Asparagaceae";"Hyacinthoides hispanica";"Autóctone";"";"";"";"Geófito";238;""
"Asparagaceae";"Hyacinthoides non-scripta";"Autóctone";"";"";"";"Geófito";10;""
"Asparagaceae";"Hyacinthoides paivae";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";67;""
"Asparagaceae";"Hyacinthoides vicentina subsp. transtagana";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"";"Geófito";40;""
"Asparagaceae";"Hyacinthoides vicentina subsp. vicentina";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"";"Geófito";8;""
"Asparagaceae";"Hyacinthoides vicentina";"";"";"Anexo II,Anexo IV";"LC";"Geófito";75;""
"Asparagaceae";"Muscari comosum";"Autóctone";"";"";"";"Geófito";348;""
"Asparagaceae";"Muscari matritensis";"Autóctone";"";"";"";"Geófito";1;""
"Asparagaceae";"Muscari neglectum";"Autóctone";"";"";"";"Geófito";96;""
"Asparagaceae";"Ornithogalum arabicum";"Autóctone";"";"";"";"Geófito";14;""
"Asparagaceae";"Ornithogalum baeticum";"Autóctone";"";"";"";"";1;""
"Asparagaceae";"Ornithogalum bourgaeanum";"Autóctone";"";"";"";"Geófito";2;""
"Asparagaceae";"Ornithogalum broteroi";"Autóctone";"";"";"";"Geófito";125;""
"Asparagaceae";"Ornithogalum concinnum";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";114;""
"Asparagaceae";"Ornithogalum divergens";"Autóctone";"";"";"";"";0;""
"Asparagaceae";"Ornithogalum gussonei";"Autóctone";"";"";"";"Geófito";1;""
"Asparagaceae";"Ornithogalum narbonense";"Autóctone";"";"";"";"Geófito";135;""
"Asparagaceae";"Ornithogalum pyrenaicum subsp. pyrenaicum";"Autóctone";"";"";"";"Geófito";132;""
"Asparagaceae";"Paradisea lusitanica";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";50;""
"Asparagaceae";"Polygonatum odoratum";"Autóctone";"";"";"";"Geófito";116;""
"Asparagaceae";"Ruscus aculeatus";"Autóctone";"";"Anexo V";"LC";"Geófito";558;""
"Asparagaceae";"Scilla autumnalis";"Autóctone";"";"";"";"Geófito";287;""
"Asparagaceae";"Scilla hyacinthoides";"Autóctone";"";"";"";"Geófito";4;""
"Asparagaceae";"Scilla monophyllos";"Autóctone";"";"";"";"Geófito";332;""
"Asparagaceae";"Scilla odorata";"Autóctone";"Endémica da Península Ibérica";"Anexo IV";"NT";"Geófito";12;""
"Asparagaceae";"Scilla peruviana";"Autóctone";"";"";"";"Geófito";51;""
"Asparagaceae";"Scilla ramburei";"Autóctone";"";"";"LC";"Geófito";73;""
"Asparagaceae";"Scilla verna";"Autóctone";"";"";"";"Geófito";13;""
"Asparagaceae";"Urginea maritima";"Autóctone";"";"";"";"Geófito";487;""
"Aspleniaceae";"Asplenium adiantum-nigrum var. corunnense";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";8;""
"Aspleniaceae";"Asplenium adiantum-nigrum var. adiantum-nigrum";"Autóctone";"";"";"";"Hemicriptófito";64;""
"Aspleniaceae";"Asplenium adiantum-nigrum";"Inexistente";"";"";"";"Hemicriptófito";127;""
"Aspleniaceae";"Asplenium hemionitis";"Autóctone";"";"Anexo IV";"EN";"Hemicriptófito";3;""
"Aspleniaceae";"Asplenium marinum";"Autóctone";"";"";"";"Hemicriptófito";19;""
"Aspleniaceae";"Asplenium obovatum subsp. billotii";"Autóctone";"";"";"";"Hemicriptófito";325;""
"Aspleniaceae";"Asplenium obovatum subsp. protobillotii";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";6;""
"Aspleniaceae";"Asplenium obovatum";"Autóctone";"";"";"";"Hemicriptófito";331;""
"Aspleniaceae";"Asplenium onopteris";"Autóctone";"";"";"";"Hemicriptófito";361;""
"Aspleniaceae";"Asplenium petrarchae subsp. petrarchae";"Autóctone";"";"";"";"Hemicriptófito";18;""
"Aspleniaceae";"Asplenium ruta-muraria subsp. ruta-muraria";"Autóctone";"";"";"";"Hemicriptófito";26;""
"Aspleniaceae";"Asplenium septentrionale subsp. septentrionale";"Autóctone";"";"";"EN";"Hemicriptófito";3;""
"Aspleniaceae";"Asplenium trichomanes subsp. quadrivalens";"Autóctone";"";"";"";"Hemicriptófito";364;""
"Aspleniaceae";"Asplenium trichomanes";"Autóctone";"";"";"";"";439;""
"Aspleniaceae";"Asplenium trichomanes subsp. coriaceifolium";"Autóctone";"";"";"";"";0;""
"Aspleniaceae";"Ceterach officinarum subsp. officinarum";"Autóctone";"";"";"";"Hemicriptófito";245;""
"Aspleniaceae";"Phyllitis scolopendrium subsp. scolopendrium";"Autóctone";"";"";"";"Hemicriptófito";40;""
"Asteraceae";"Achillea ageratum";"Autóctone";"";"";"";"Caméfito";153;""
"Asteraceae";"Achillea millefolium";"Autóctone";"";"";"";"Caméfito";151;""
"Asteraceae";"Achillea monticola";"Autóctone";"";"";"";"Caméfito";3;""
"Asteraceae";"Achillea pyrenaica";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Asteraceae";"Aetheorhiza bulbosa subsp. bulbosa";"Autóctone";"";"";"";"Geófito";212;""
"Asteraceae";"Ageratina adenophora";"Introduzida";"Exótica";"";"";"Hemicriptófito";24;""
"Asteraceae";"Ambrosia artemisiifolia";"Introduzida";"Exótica";"";"";"Terófito";3;""
"Asteraceae";"Anacyclus clavatus";"Autóctone";"";"";"";"Terófito";5;""
"Asteraceae";"Anacyclus radiatus";"Autóctone";"";"";"";"Terófito";164;""
"Asteraceae";"Andryala arenaria subsp. arenaria";"Autóctone";"";"";"";"Terófito";2;""
"Asteraceae";"Andryala arenaria subsp. parvipila";"Autóctone";"";"";"";"Terófito";0;""
"Asteraceae";"Andryala arenaria";"";"";"";"";"Terófito";96;""
"Asteraceae";"Andryala corymbosa";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Asteraceae";"Andryala integrifolia";"Autóctone";"";"";"";"Hemicriptófito";670;""
"Asteraceae";"Andryala laxiflora";"Autóctone";"";"";"";"Terófito";102;""
"Asteraceae";"Andryala ragusina";"Autóctone";"";"";"EN";"Hemicriptófito";4;""
"Asteraceae";"Anthemis alpestris";"Autóctone";"Endémica da Península Ibérica";"";"NT";"Caméfito";7;""
"Asteraceae";"Anthemis arvensis subsp. arvensis";"Autóctone";"";"";"";"Terófito";61;""
"Asteraceae";"Anthemis arvensis subsp. incrassata";"Autóctone";"";"";"";"Terófito,Hemicriptófito";6;""
"Asteraceae";"Anthemis arvensis";"";"";"";"";"Terófito,Hemicriptófito";211;""
"Asteraceae";"Anthemis bourgaei";"Autóctone";"Endémica da Península Ibérica";"";"";"";4;""
"Asteraceae";"Anthemis canescens";"Autóctone";"";"";"EN";"Hemicriptófito";8;""
"Asteraceae";"Anthemis cotula";"Autóctone";"";"";"";"Terófito";36;""
"Asteraceae";"Anthemis maritima";"Autóctone";"";"";"";"Caméfito";14;""
"Asteraceae";"Arctium minus";"Autóctone";"";"";"";"Hemicriptófito";71;""
"Asteraceae";"Arctotheca calendula";"Introduzida";"Exótica";"";"";"Terófito";130;""
"Asteraceae";"Arctotis stoechadifolia";"Introduzida";"Exótica";"";"";"Caméfito";0;""
"Asteraceae";"Arnica montana subsp. atlantica";"Autóctone";"";"Anexo V";"NT";"Geófito";44;""
"Asteraceae";"Arnoseris minima";"Autóctone";"";"";"";"Terófito";143;""
"Asteraceae";"Artemisia absinthium";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Asteraceae";"Artemisia arborescens";"Autóctone";"";"";"";"Caméfito";0;""
"Asteraceae";"Artemisia caerulescens subsp. caerulescens";"Autóctone";"";"";"";"Caméfito";15;""
"Asteraceae";"Artemisia campestris subsp. glutinosa";"Autóctone";"";"";"";"Caméfito";3;""
"Asteraceae";"Artemisia campestris subsp. maritima";"Autóctone";"";"";"";"Caméfito";72;""
"Asteraceae";"Artemisia campestris";"";"";"";"";"Caméfito";88;""
"Asteraceae";"Artemisia verlotiorum";"Introduzida";"Exótica";"";"";"Hemicriptófito";34;""
"Asteraceae";"Artemisia vulgaris";"Autóctone";"";"";"";"Hemicriptófito";11;""
"Asteraceae";"Aster aragonensis";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Hemicriptófito";9;""
"Asteraceae";"Aster lanceolatus";"Introduzida";"Exótica";"";"";"Hemicriptófito";30;""
"Asteraceae";"Aster sedifolius subsp. sedifolius";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Asteraceae";"Aster squamatus";"Introduzida";"Exótica";"";"";"Terófito,Hemicriptófito";238;""
"Asteraceae";"Aster tripolium subsp. pannonicus";"Autóctone";"";"";"";"Helófito,Terófito,Hemicriptófito";45;""
"Asteraceae";"Asteriscus aquaticus";"Autóctone";"";"";"";"Terófito";92;""
"Asteraceae";"Asteriscus maritimus";"Autóctone";"";"";"LC";"Caméfito";13;""
"Asteraceae";"Atractylis cancellata subsp. cancellata";"Autóctone";"";"";"";"Terófito";90;""
"Asteraceae";"Atractylis gummifera";"Autóctone";"";"";"";"Geófito";174;""
"Asteraceae";"Avellara fistulosa";"Autóctone";"";"";"CR";"Geófito";1;""
"Asteraceae";"Baccharis halimifolia";"Introduzida";"Exótica";"";"";"Fanerófito";0;""
"Asteraceae";"Baccharis spicata";"Introduzida";"Exótica";"";"";"Fanerófito";5;""
"Asteraceae";"Bellis annua subsp. annua";"Autóctone";"";"";"";"Terófito";140;""
"Asteraceae";"Bellis microcephala";"Autóctone";"";"";"";"Terófito";0;""
"Asteraceae";"Bellis perennis";"Autóctone";"";"";"";"Hemicriptófito";163;""
"Asteraceae";"Bellis sylvestris";"Autóctone";"";"";"";"Hemicriptófito";225;""
"Asteraceae";"Bidens aurea";"Introduzida";"Exótica";"";"";"Hemicriptófito";110;""
"Asteraceae";"Bidens frondosa";"Introduzida";"Exótica";"";"";"Terófito";289;""
"Asteraceae";"Bidens pilosa";"Introduzida";"Exótica";"";"";"Terófito";35;""
"Asteraceae";"Bidens tripartita";"Autóctone";"";"";"";"Terófito";9;""
"Asteraceae";"Bombycilaena erecta";"De espontaneidade incerta";"";"";"VU";"Terófito";2;""
"Asteraceae";"Calendula arvensis";"Autóctone";"";"";"";"Terófito";571;""
"Asteraceae";"Calendula suffruticosa subsp. algarbiensis";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";35;""
"Asteraceae";"Calendula suffruticosa subsp. lusitanica";"Autóctone";"";"";"";"Caméfito";37;""
"Asteraceae";"Calendula suffruticosa";"Inexistente";"";"";"";"Caméfito";130;""
"Asteraceae";"Calendula suffruticosa subsp. tomentosa";"Autóctone";"";"";"EN";"Caméfito";0;""
"Asteraceae";"Carduncellus caeruleus";"Autóctone";"";"";"";"Hemicriptófito";102;""
"Asteraceae";"Carduncellus cuatrecasasii";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Hemicriptófito";1;""
"Asteraceae";"Carduus bourgeanus";"Autóctone";"";"";"";"Terófito";9;""
"Asteraceae";"Carduus carpetanus";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";80;""
"Asteraceae";"Carduus gayanus";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";6;""
"Asteraceae";"Carduus lusitanicus subsp. broteroi";"Endémica";"Endémica de Portugal continental";"";"LC";"Hemicriptófito,Terófito";44;""
"Asteraceae";"Carduus lusitanicus subsp. lusitanicus";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito,Terófito";2;""
"Asteraceae";"Carduus lusitanicus";"";"";"";"";"Terófito,Hemicriptófito";62;""
"Asteraceae";"Carduus meonanthus subsp. meonanthus";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";28;""
"Asteraceae";"Carduus platypus subsp. platypus";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito,Terófito";39;""
"Asteraceae";"Carduus pycnocephalus";"Introduzida";"";"";"";"Terófito";71;""
"Asteraceae";"Carduus tenuiflorus";"Autóctone";"";"";"";"Terófito";401;""
"Asteraceae";"Carlina hispanica";"Autóctone";"";"";"";"Hemicriptófito";483;""
"Asteraceae";"Carlina racemosa";"Autóctone";"";"";"";"Terófito,Hemicriptófito";254;""
"Asteraceae";"Carlina vulgaris";"Autóctone";"";"";"";"Hemicriptófito";5;""
"Asteraceae";"Carthamus lanatus subsp. lanatus";"Autóctone";"";"";"";"Terófito";17;""
"Asteraceae";"Carthamus lanatus subsp. baeticus";"Autóctone";"";"";"";"Terófito";13;""
"Asteraceae";"Carthamus lanatus";"";"";"";"";"Terófito";236;""
"Asteraceae";"Carthamus tinctorius";"Introduzida";"Exótica";"";"";"Terófito";0;""
"Asteraceae";"Catananche caerulea";"Autóctone";"";"";"VU";"Geófito";1;""
"Asteraceae";"Catananche lutea subsp. carpholepis";"Autóctone";"";"";"EN";"Terófito";4;""
"Asteraceae";"Centaurea africana";"Autóctone";"";"";"";"Hemicriptófito";42;""
"Asteraceae";"Centaurea alba subsp. strepens";"Endémica";"Endémica de Portugal continental";"";"EN";"Hemicriptófito";3;""
"Asteraceae";"Centaurea aristata";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";0;""
"Asteraceae";"Centaurea aspera subsp. aspera";"Autóctone";"";"";"";"Hemicriptófito";11;""
"Asteraceae";"Centaurea aspera subsp. stenophylla";"Autóctone";"";"";"";"Hemicriptófito";7;""
"Asteraceae";"Centaurea aspera";"";"";"";"";"Hemicriptófito";35;""
"Asteraceae";"Centaurea bethurica";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Hemicriptófito";2;""
"Asteraceae";"Centaurea calcitrapa";"Autóctone";"";"";"";"Hemicriptófito";113;""
"Asteraceae";"Centaurea collina-(1) subsp. collina";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Asteraceae";"Centaurea cordubensis";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";5;""
"Asteraceae";"Centaurea coutinhoi";"Autóctone";"Endémica da Península Ibérica";"";"LC";"Hemicriptófito";12;""
"Asteraceae";"Centaurea crocata";"Endémica";"Endémica de Portugal continental";"";"VU";"Hemicriptófito";12;""
"Asteraceae";"Centaurea cyanus";"Introduzida";"Exótica";"";"";"Terófito";21;""
"Asteraceae";"Centaurea diluta";"Autóctone";"";"";"";"Hemicriptófito";14;""
"Asteraceae";"Centaurea exarata";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Hemicriptófito";6;""
"Asteraceae";"Centaurea herminii";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"";"Hemicriptófito";18;""
"Asteraceae";"Centaurea langeana subsp. langeana";"Autóctone";"Endémica da Península Ibérica";"";"LC";"Hemicriptófito";54;""
"Asteraceae";"Centaurea limbata subsp. lusitana";"Endémica";"Endémica de Portugal continental";"";"LC";"Hemicriptófito";24;""
"Asteraceae";"Centaurea limbata subsp. limbata";"Autóctone";"";"";"";"Hemicriptófito";5;""
"Asteraceae";"Centaurea limbata";"";"";"";"";"Hemicriptófito";32;""
"Asteraceae";"Centaurea luisieri";"Autóctone";"";"";"EN";"Hemicriptófito";6;""
"Asteraceae";"Centaurea melanosticta";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";1;""
"Asteraceae";"Centaurea melitensis";"Autóctone";"";"";"";"Terófito";194;""
"Asteraceae";"Centaurea micrantha";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";19;""
"Asteraceae";"Centaurea nigra subsp. rivularis";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";104;""
"Asteraceae";"Centaurea occasus";"Endémica";"Endémica de Portugal continental";"";"VU";"Hemicriptófito";5;""
"Asteraceae";"Centaurea ornata";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";124;""
"Asteraceae";"Centaurea paniculata subsp. rothmaleriana";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"NT";"Hemicriptófito";16;""
"Asteraceae";"Centaurea paniculata subsp. exilis";"Autóctone";"Endémica da Península Ibérica";"";"LC";"Hemicriptófito";48;""
"Asteraceae";"Centaurea paniculata";"";"";"";"";"Hemicriptófito";87;""
"Asteraceae";"Centaurea paniculata subsp. geresensis";"Autóctone";"Endémica da Península Ibérica";"";"LC";"Hemicriptófito";14;""
"Asteraceae";"Centaurea prolongoi";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Asteraceae";"Centaurea pullata";"Autóctone";"";"";"";"Terófito";179;""
"Asteraceae";"Centaurea sphaerocephala subsp. lusitanica";"Endémica";"Endémica de Portugal continental";"";"LC";"Hemicriptófito";52;""
"Asteraceae";"Centaurea sphaerocephala subsp. polyacantha";"Autóctone";"";"";"";"Hemicriptófito";70;""
"Asteraceae";"Centaurea sphaerocephala";"";"";"";"";"Hemicriptófito";164;""
"Asteraceae";"Centaurea sphaerocephala subsp. sphaerocephala";"Autóctone";"";"";"";"Hemicriptófito";14;""
"Asteraceae";"Centaurea triumfetti subsp. lingulata";"Autóctone";"Endémica da Península Ibérica";"";"NT";"Hemicriptófito";3;""
"Asteraceae";"Centaurea vicentina";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"NT";"Hemicriptófito";32;""
"Asteraceae";"Centaurea vinyalsii subsp. approximata";"Endémica";"Endémica de Portugal continental";"";"VU";"Hemicriptófito";3;""
"Asteraceae";"Chamaemelum fuscatum";"Autóctone";"";"";"";"Terófito";352;""
"Asteraceae";"Chamaemelum mixtum";"Autóctone";"";"";"";"Terófito";400;""
"Asteraceae";"Chamaemelum nobile";"Autóctone";"";"";"";"Hemicriptófito";222;""
"Asteraceae";"Chamomilla aurea";"Autóctone";"";"";"";"Terófito";3;""
"Asteraceae";"Chamomilla recutita";"Autóctone";"";"";"";"Terófito";10;""
"Asteraceae";"Chamomilla suaveolens";"Introduzida";"Exótica";"";"";"Terófito";57;""
"Asteraceae";"Cheirolophus sempervirens";"Autóctone";"";"";"";"Caméfito";103;""
"Asteraceae";"Cheirolophus uliginosus";"Autóctone";"Endémica da Península Ibérica";"";"NT";"Hemicriptófito";76;""
"Asteraceae";"Chondrilla juncea";"Autóctone";"";"";"";"Hemicriptófito";340;""
"Asteraceae";"Cichorium endivia";"Introduzida";"Exótica";"";"";"";16;""
"Asteraceae";"Cichorium intybus";"Autóctone";"";"";"";"Hemicriptófito";287;""
"Asteraceae";"Cichorium pumilum";"Autóctone";"";"";"";"Terófito,Hemicriptófito";25;""
"Asteraceae";"Cirsium arvense";"Autóctone";"";"";"";"Geófito";80;""
"Asteraceae";"Cirsium filipendulum subsp. filipendulum";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Asteraceae";"Cirsium filipendulum subsp. grumosum";"Autóctone";"";"";"";"Hemicriptófito";15;""
"Asteraceae";"Cirsium filipendulum";"";"";"";"";"Hemicriptófito";136;""
"Asteraceae";"Cirsium monspessulanum subsp. ferox";"Autóctone";"";"";"RE";"Helófito";0;""
"Asteraceae";"Cirsium palustre";"Autóctone";"";"";"";"Hemicriptófito";159;""
"Asteraceae";"Cirsium pyrenaicum";"Autóctone";"";"";"CR";"Geófito";0;""
"Asteraceae";"Cirsium scabrum";"Introduzida";"Exótica";"";"";"";3;""
"Asteraceae";"Cirsium vulgare";"Autóctone";"";"";"";"Hemicriptófito";289;""
"Asteraceae";"Cirsium welwitschii";"Endémica";"Endémica de Portugal continental";"";"EN";"Helófito";14;""
"Asteraceae";"Cnicus benedictus";"Autóctone";"";"";"";"Terófito";78;""
"Asteraceae";"Coleostephus clausonis";"Autóctone";"";"";"";"Terófito";1;""
"Asteraceae";"Coleostephus myconis";"Autóctone";"";"";"";"Terófito";524;""
"Asteraceae";"Conyza bilbaoana";"Introduzida";"Exótica";"";"";"";17;""
"Asteraceae";"Conyza bonariensis";"Introduzida";"Exótica";"";"";"Terófito";136;""
"Asteraceae";"Conyza canadensis";"Introduzida";"Exótica";"";"";"Terófito";111;""
"Asteraceae";"Conyza sumatrensis";"Introduzida";"Exótica";"";"";"Terófito";208;""
"Asteraceae";"Cotula australis";"Introduzida";"Exótica";"";"";"Terófito";68;""
"Asteraceae";"Cotula coronopifolia";"Introduzida";"Exótica";"";"";"Terófito";59;""
"Asteraceae";"Crepis bursifolia";"Introduzida";"Exótica";"";"";"Hemicriptófito";7;""
