"Taxon","UTM.cell"
"Dianthus_laricifolius","29TPE16"
"Dianthus_laricifolius","29TPE27"
"Dianthus_laricifolius","29TPE28"
"Dianthus_laricifolius","29TPE88"
"Dianthus_laricifolius","29TPE97"
"Dianthus_laricifolius","29TPF79"
"Dianthus_laricifolius","29TPF80"
"Dianthus_laricifolius","29TPF88"
"Dianthus_laricifolius","29TPF89"
"Dianthus_laricifolius","29TPF99"
"Dianthus_laricifolius","29TPG36"
"Dianthus_laricifolius","29TPG39"
"Dianthus_laricifolius","29TPG49"
"Dianthus_laricifolius","29TPG56"
"Dianthus_laricifolius","29TPG59"
"Dianthus_laricifolius","29TPG63"
"Dianthus_laricifolius","29TPG70"
"Dianthus_laricifolius","29TPG72"
"Dianthus_laricifolius","29TPG73"
"Dianthus_laricifolius","29TPG74"
"Dianthus_laricifolius","29TPG82"
"Dianthus_laricifolius","29TPG83"
"Dianthus_laricifolius","29TPG84"
"Dianthus_laricifolius","29TPG89"
"Dianthus_laricifolius","29TPG95"
"Dianthus_laricifolius","29TPG98"
"Dianthus_laricifolius","29TPH12"
"Dianthus_laricifolius","29TPH15"
"Dianthus_laricifolius","29TPH40"
"Dianthus_laricifolius","29TPH48"
"Dianthus_laricifolius","29TPH63"
"Dianthus_laricifolius","29TPH70"
"Dianthus_laricifolius","29TPH80"
"Dianthus_laricifolius","29TQE09"
"Dianthus_laricifolius","29TQE17"
"Dianthus_laricifolius","29TQE38"
"Dianthus_laricifolius","29TQF02"
"Dianthus_laricifolius","29TQF13"
"Dianthus_laricifolius","29TQF17"
"Dianthus_laricifolius","29TQF21"
"Dianthus_laricifolius","29TQF29"
"Dianthus_laricifolius","29TQF30"
"Dianthus_laricifolius","29TQF40"
"Dianthus_laricifolius","29TQG04"
"Dianthus_laricifolius","29TQG07"
"Dianthus_laricifolius","29TQG08"
"Dianthus_laricifolius","29TQG09"
"Dianthus_laricifolius","29TQG18"
"Dianthus_laricifolius","29TQG19"
"Dianthus_laricifolius","29TQG21"
"Dianthus_laricifolius","29TQG25"
"Dianthus_laricifolius","29TQG27"
"Dianthus_laricifolius","29TQG29"
"Dianthus_laricifolius","29TQG31"
"Dianthus_laricifolius","29TQG32"
"Dianthus_laricifolius","29TQG34"
"Dianthus_laricifolius","29TQG39"
"Dianthus_laricifolius","29TQG41"
"Dianthus_laricifolius","29TQG44"
"Dianthus_laricifolius","29TQH04"
"Dianthus_laricifolius","29TQH10"
"Dianthus_laricifolius","29TQH20"
"Dianthus_laricifolius","29TQH21"
"Dianthus_laricifolius","29TQH22"
"Dianthus_laricifolius","29TQH23"
"Dianthus_laricifolius","29TQH30"
"Dianthus_laricifolius","29TQH31"
"Dianthus_laricifolius","30TTK57"
