Taxon,UTM10x10,Notas
Orlaya grandiflora,30TYN01,MGB
Ramonda myconi,31TCF69,MGB
Ramonda myconi,31TDG50,MGB
Ramonda myconi,31TDG40,MGB
Ramonda myconi,31TDG41,MGB
Ramonda myconi,31TCF89,MGB
Ramonda myconi,31TCF99,MGB
Ramonda myconi,31TDF09,MGB
Ramonda myconi,31TDF19,MGB
Ramonda myconi,30TXN84,MGB
Ramonda myconi,30TXN82,MGB
Ramonda myconi,30TXN81,MGB
Ramonda myconi,30TXN80,MGB
Ramonda myconi,30TXM89,MGB
Ramonda myconi,30TXN73,MGB
Ramonda myconi,30TXN63,MGB
Rhododendron ferrugineum,30TWM11,MGB
Rhododendron ferrugineum,31TDG77,MGB
Rhododendron ferrugineum,31TDG57,MGB
Rhododendron ferrugineum,31TCG95,MGB
Rhododendron ferrugineum,31TCG85,MGB
Sempervivum tectorum,30SYJ29,MGB
Sempervivum tectorum,30TYK46,MGB
Sempervivum tectorum,30TYK48,MGB
Sempervivum tectorum,30TYK38,MGB
Sempervivum tectorum,30TYK37,MGB
Sempervivum tectorum,30TYL11,MGB
Sempervivum tectorum,30SWK62,MGB
Sempervivum tectorum,30SVK00,MGB
Sempervivum tectorum,30TVM78,MGB
Sempervivum tectorum,30TVL37,MGB
Sempervivum tectorum,30TVL43,MGB
Sempervivum tectorum,30TVL21,MGB
Thymelaea dioica,31TDG52,MGB
Thymelaea dioica,31TDG53,MGB
Thymelaea dioica,31TCH24,MGB
Thymelaea dioica,31TCG13,MGB
Thymelaea dioica,31TCG14,MGB
Thymelaea dioica,31TCH04,MGB
Thymelaea dioica,31TCH03,MGB
Thymelaea dioica,31TCH02,MGB
Thymelaea dioica,31TBH93,MGB
Thymelaea dioica,31TBH83,MGB
Thymelaea dioica,30TYN43,MGB
Thymelaea dioica,30TYN33,MGB
Thymelaea dioica,30TYN34,MGB
Thymelaea dioica,30TYN41,MGB
Thymelaea dioica,31TBG59,MGB
Thymelaea dioica,31TBG69,MGB
Thymelaea dioica,31TBG78,MGB
Thymelaea dioica,31TBG88,MGB
Thymelaea dioica,31TBG95,MGB
Thymelaea dioica,31TCG07,MGB
Thymelaea dioica,31TCG08,MGB
Thymelaea dioica,31TCG09,MGB
Thymelaea dioica,31TBH93,MGB
Thymelaea dioica,31TBH92,MGB
Thymelaea dioica,31TBH91,MGB
Thymelaea dioica,31TBH90,MGB
Thymelaea dioica,31TBH83,MGB
Thymelaea dioica,31TBH82,MGB
Thymelaea dioica,31TBH73,MGB
Trifolium pallescens,30TXK18,MGB
Trifolium pallescens,30TWM16,MGB
Trifolium pallescens,31TCH00,MGB
Trifolium pallescens,31TCH10,MGB
Trifolium pallescens,31TCH31,MGB
Trifolium pallescens,31TCG99,MGB
Trifolium pallescens,31TDG37,MGB
Trifolium pallescens,31TDG29,MGB
Abies pinsapo,30SVF79,MAP
Abies pinsapo,30SVF08,MAP
Abies pinsapo,30SUF77,MAP
Abies pinsapo,30STJ43,MAP
Abies pinsapo,30SUF69,MAP
Abies pinsapo,29SPB99,MAP
Abies pinsapo,29SPD70,MAP
Abies pinsapo,30TVK09,MAP
Aethionema thomasianum,30SXJ52,MAP
Aethionema thomasianum,30SXJ78,MAP
Aethionema thomasianum,30TXK33,MAP
Aethionema thomasianum,30TWK86,MAP
Aethionema thomasianum,30TWK76,MAP
Aethionema thomasianum,30TWK75,MAP
Aethionema thomasianum,30TWK65,MAP
Alyssum strigossum,30TWL68,MAP
Alyssum strigossum,30SWH40,MAP
Anthyllis rupestris,30TWK79,MAP
Anthyllis terniflora,31TBF91,MAP
Anthyllis terniflora,31TBF90,MAP
Anthyllis vulneraria reuteri,30TXL55,MAP
Arabis nova iberica,30SWG39,MAP
Arabis nova iberica,31TCF37,MAP
Arabis nova iberica,30TXL27,MAP
Arenaria hispanica,29SQD31,MAP
Arenaria hispanica,29SQD21,MAP
Arenaria racemosa,30STF87,MAP
Armeria filicaulis alfacarensis,30SWH00,MAP
Armeria trachyphylla,30TUK59,MAP
Armeria villosa provillosa,30SVG33,MAP
Asparagus prostratus,30TVN51,MAP
Asparagus prostratus,30TXL90,MAP
Asperula hirsuta,31TCF29,MAP
Asperula hirsuta,30TTK76,MAP
Asperula hirsuta,30TTK75,MAP
Asperula hirsuta,29SMC85,MAP
Asperula hirsuta,31TCF29,MAP
Asphodelus ayardii,30TWN09,MAP
Asplenium foreziense,30TTK74,MAP
Asplenium foreziense,30TVM77,MAP
Asplenium foreziense,30SYK22,MAP
Asplenium foreziense,31TBE44,MAP
Asplenium foreziense,30TYK44,MAP
Astragalus nitidiflorus,29SQC06,MAP
Biarum dispar,30TTK67,MAP
Biarum dispar,30TUK04,MAP
Biarum dispar,29SQD00,MAP
Biarum dispar,30SVG40,MAP
Biarum dispar,30SVG64,MAP
Bunium balearicum,30SYH06,MAP
Bunium balearicum,30SXH84,MAP
Bunium balearicum,31TBF68,MAP
Calendula tripterocarpa,30SWJ91,MAP
Caralluma munbyana,30SVF26,MAP
Carduus paui,30STJ76,MAP
Carduus paui,30SYK22,MAP
Centaurium suffruticosum,30SVH55,MAP
Centranthus macrosiphon,30STJ76,MAP
Centranthus macrosiphon,29SNB82,MAP
Centranthus macrosiphon,29SNC11,MAP
Christella dentata,30SYH59,MAP
Cotoneaster granatensis,30TXK33,MAP
Cuscuta monogyna,29TNE45,MAP
Daphne oleoides,31TCH22,MAP
Echium creticum granatense,30TVK47,MAP
Echium creticum granatense,30SWK00,MAP
Echium creticum granatense,30SWK01,MAP
Erodium daucoides,30TYK43,MAP
Erodium daucoides,30TYK33,MAP
Erysimum myriophyllum,30SYH19,MAP
Erysimum myriophyllum,30SWJ11,MAP
Erysimum myriophyllum,30SWJ02,MAP
Erysimum nevadense,30SXJ82,MAP
Erysimum nevadense,31TBE68,MAP
Erysimum nevadense,30TYN22,MAP
Erysimum nevadense,29TPE17,MAP
Erysimum nevadense,29TPE85,MAP
Erysimum nevadense,30TTK55,MAP
Erysimum nevadense,30TTK56,MAP
Erysimum nevadense,30TTK66,MAP
Erysimum nevadense,30TTK75,MAP
Erysimum nevadense,30TTK74,MAP
Ferula tingitana,30SVG82,MAP
Filago fuscescens,30TUL76,MAP
Filago micropodioides,30SXJ39,MAP
Fraxinus ornus,29SPD70,MAP
Fraxinus ornus,31TBF64,MAP
Fraxinus ornus,30TYK05,MAP
Eleocharis parvula,30TTK66,PJM
Eriophorum angustifolium,30TUK26,PJM
Carex sylvatica,30SYJ33,PJM
Carex muricata,30SVG26,PJM
Carex muricata,30SVH44,PJM
Carex muricata,30SWK62,PJM
Carex muricata,30SWK92,PJM
Carex muricata,30SXJ85,PJM
Carex muricata,30SXJ94,PJM
Carex muricata,30SXK12,PJM
Carex muricata,30SXK22,PJM
Carex muricata,30SXK72,PJM
Carex muricata,30SXK81,PJM
Carex muricata,30SYJ23,PJM
Carex muricata,30TTK75,PJM
Carex muricata,30TTK94,PJM
Carex muricata,30TVL55,PJM
Carex muricata,30TVL64,PJM
Carex muricata,30TVL65,PJM
Carex muricata,30TVL66,PJM
Carex muricata,30TVL75,PJM
Carex muricata,30TVL78,PJM
Carex muricata,30TVL84,PJM
Carex muricata,30TVL85,PJM
Carex muricata,30TVL95,PJM
Carex muricata,30TVL97,PJM
Carex muricata,30TVM72,PJM
Carex muricata,30TVM73,PJM
Carex muricata,30TVM92,PJM
Carex muricata,30TVM93,PJM
Carex muricata,30TVM96,PJM
Carex muricata,30TVM97,PJM
Carex muricata,30TWK18,PJM
Carex muricata,30TWK83,PJM
Carex muricata,30TWK84,PJM
Carex muricata,30TWK88,PJM
Carex muricata,30TWK89,PJM
Carex muricata,30TWK93,PJM
Carex muricata,30TWK97,PJM
Carex muricata,30TWK98,PJM
Carex muricata,30TWK99,PJM
Carex muricata,30TWL05,PJM
Carex muricata,30TWL07,PJM
Carex muricata,30TWL09,PJM
Carex muricata,30TWL17,PJM
Carex muricata,30TWL23,PJM
Carex muricata,30TWL24,PJM
Carex muricata,30TWL29,PJM
Carex muricata,30TWL33,PJM
Carex muricata,30TWL34,PJM
Carex muricata,30TWL39,PJM
Carex muricata,30TWL49,PJM
Carex muricata,30TWL63,PJM
Carex muricata,30TWL80,PJM
Carex muricata,30TWL92,PJM
Carex muricata,30TWM02,PJM
Carex muricata,30TWM03,PJM
Carex muricata,30TWM06,PJM
Carex muricata,30TWM07,PJM
Carex muricata,30TWM08,PJM
Carex muricata,30TWM12,PJM
Carex muricata,30TWM13,PJM
Carex muricata,30TWM14,PJM
Carex muricata,30TWM15,PJM
Carex muricata,30TWM16,PJM
Carex muricata,30TWM17,PJM
Carex muricata,30TWM20,PJM
Carex muricata,30TWM21,PJM
Carex muricata,30TWM22,PJM
Carex muricata,30TWM24,PJM
Carex muricata,30TWM25,PJM
Carex muricata,30TWM26,PJM
Carex muricata,30TWM30,PJM
Carex muricata,30TWM31,PJM
Carex muricata,30TWM34,PJM
Carex muricata,30TWM35,PJM
Carex muricata,30TWM40,PJM
Carex muricata,30TWM41,PJM
Carex muricata,30TWM43,PJM
Carex muricata,30TWM56,PJM
Carex muricata,30TWM65,PJM
Carex muricata,30TWM66,PJM
Carex muricata,30TWM92,PJM
Carex muricata,30TWM93,PJM
Carex muricata,30TXK07,PJM
Carex muricata,30TXK08,PJM
Carex muricata,30TXK09,PJM
Carex muricata,30TXK15,PJM
Carex muricata,30TXK16,PJM
Carex muricata,30TXK17,PJM
Carex muricata,30TXK19,PJM
Carex muricata,30TXK24,PJM
Carex muricata,30TXK25,PJM
Carex muricata,30TXK26,PJM
Carex muricata,30TXK28,PJM
Carex muricata,30TXK29,PJM
Carex muricata,30TXK34,PJM
Carex muricata,30TXK35,PJM
Carex muricata,30TXK36,PJM
Carex muricata,30TXK45,PJM
Carex muricata,30TXK46,PJM
Carex muricata,30TXK64,PJM
Carex muricata,30TXK67,PJM
Carex muricata,30TXK68,PJM
Carex muricata,30TXK69,PJM
Carex muricata,30TXK73,PJM
Carex muricata,30TXK74,PJM
Carex muricata,30TXK78,PJM
Carex muricata,30TXK79,PJM
Carex muricata,30TXK83,PJM
Carex muricata,30TXK85,PJM
Carex muricata,30TXK86,PJM
Carex muricata,30TXK97,PJM
Carex muricata,30TXK98,PJM
Carex muricata,30TXK99,PJM
Carex muricata,30TXL02,PJM
Carex muricata,30TXL14,PJM
Carex muricata,30TXL23,PJM
Carex muricata,30TXL24,PJM
Carex muricata,30TXL55,PJM
Carex muricata,30TXL56,PJM
Carex muricata,30TXL63,PJM
Carex muricata,30TXL70,PJM
Carex muricata,30TXL71,PJM
Carex muricata,30TXL91,PJM
Carex muricata,30TYK03,PJM
Carex muricata,30TYK05,PJM
Carex muricata,30TYK06,PJM
Carex muricata,30TYK08,PJM
Carex muricata,30TYK09,PJM
Carex muricata,30TYK27,PJM
Carex muricata,30TYK38,PJM
Carex muricata,30TYL00,PJM
Carex muricata,30TYL01,PJM
Carex muricata,31SBD40,PJM
Carex muricata,31TBF71,PJM
Carex muricata,31TCG46,PJM
Carex laevigata,30SVG26,PJM
Carex laevigata,30TYK23,PJM
Carex laevigata,30TWL61,PJM
Carex laevigata,30TTK94,PJM
Carex laevigata,29SQC31,PJM
Carex laevigata,30TYN04,PJM
Carex furva,30TWP90,PJM
Carex digitata,30TYK36,PJM
Carex acuta,30TTL74,PJM
Carex acuta,30TUM61,PJM
Carex acuta,30TUM75,PJM
Carex acuta,29SMC96,PJM
Carex acuta,29SPD50,PJM
Carex acuta,29SQC52,PJM
Carex acuta,30STH60,PJM
Carex acuta,30SYK10,PJM
Carex acuta,30TVN92,PJM
Carex acuta,30TWK98,PJM
Carex acuta,30TWM05,PJM
Carex acuta,30TWM15,PJM
Genista tricuspidata,30TVN40,RGM
Glebionis coronaria,30TTP62,RGM
Ranunculus pyrenaeus,30TUN35,VVN
Ranunculus pyrenaeus,30TWN94,VVN
Ranunculus pyrenaeus,30TWN93,VVN
Ranunculus pyrenaeus,30TWN92,VVN
Ranunculus pyrenaeus,30TWN91,VVN
Ranunculus pyrenaeus,30TWN90,VVN
Ranunculus pyrenaeus,30TWN80,VVN
Ranunculus pyrenaeus,30TWN81,VVN
Ranunculus pyrenaeus,30TWN71,VVN
Ranunculus pyrenaeus,30TXN12,VVN
Ranunculus pyrenaeus,30TXN11,VVN
Ranunculus pyrenaeus,30TXN21,VVN
Ranunculus pyrenaeus,30TXN20,VVN
Ranunculus pyrenaeus,30TXN32,VVN
Ranunculus pyrenaeus,30TXN33,VVN
Ranunculus macrophyllus,30TTK56,VVN
Ranunculus macrophyllus,30STJ98,VVN
Ranunculus macrophyllus,30STH57,VVN
Ranunculus macrophyllus,29SQD10,VVN
Ranunculus macrophyllus,29SQC21,VVN
Ranunculus sardous,30STF70,VVN
Ranunculus trichophyllus eradicatus,30STF87,VVN
Reseda media,31TCH13,VVN
Reseda media,31TCG75,VVN
Reseda media,30SWJ91,VVN
Reseda media,30SVH98,VVN
Reseda media,30TTL74,VVN
Rhamnus ludovici-salvatoris,30SVG60,VVN
Romulea clusiana,30TVP61,VVN
Romulea ramiflora gaditana,30TUK33,VVN
Rosa elliptica,29SPD70,VVN
Rosa elliptica,29TQH21,VVN
Rosa glauca,31TBG63,VVN
Rosa pendulina,29SPC56,VVN
Rosa pendulina,31TDG41,VVN
Rosa pendulina,31TBG80,VVN
Rubus hirtus,30TTK66,VVN
Rumex bucephalophorus hispanicus,30TVN99,VVN
Rumex bucephalophorus hispanicus,30SVH53,VVN
Rumex bucephalophorus hispanicus,30SVG38,VVN
Rumex bucephalophorus hispanicus,30SVG36,VVN
Rumex scutatus,29SQC06,VVN
Rumex scutatus,29SQC21,VVN
Rumex scutatus,29TPE85,VVN
Ruta chalepensis,29SQC25,VVN
Ruta chalepensis,30TVN88,VVN
Ruta chalepensis,30TXL31,VVN
Ruta chalepensis,30TXL73,VVN
Ruta chalepensis,31TBF64,VVN
Ruta chalepensis,30TYL33,VVN
Ruta chalepensis,30SXJ93,VVN
Ruta chalepensis,30SYJ23,VVN
Sagina maritima,30TTK54,VVN
Sagina maritima,29TQE17,VVN
Sagina maritima,29TPE85,VVN
Sagina maritima,29TPE84,VVN
Salix pentandra,29SQC31,VVN
Salix pentandra,30TWM67,VVN
Salix pentandra,30TWN80,VVN
Salix pentandra,30TXN51,VVN
Salix reticulata,29TPE85,VVN
Salvia pratensis,30SVG52,VVN
Salvia sclareoides,30TUN84,VVN
Salvia sclareoides,29SNC43,VVN
Salvia sclareoides,29SPD10,VVN
Salvia sclareoides,29SND72,VVN
Saponaria ocymoides,29TQE37,VVN
Scorpiurus muricatus,29TNG20,VVN
Scorpiurus muricatus,31TCF55,VVN
Scorpiurus muricatus,30TVN73,VVN
Scorpiurus muricatus,30TVN63,VVN
Scorpiurus muricatus,30TVN62,VVN
Scrophularia peregrina,29TNG35,VVN
Scrophularia pyrenaica,30TWM92,VVN
Sedum candollei,30STJ76,VVN
Sedum candollei,30STH88,VVN
Sedum candollei,30STH62,VVN
Sedum candollei,29SQC31,VVN
Sedum candollei,31TDG50,VVN
Sedum candollei,30TXM21,VVN
Sedum candollei,30TXL09,VVN
Sedum candollei,30TWM92,VVN
Selinum pyrenaeum,30STJ79,VVN
Pteris vittata,30TWN04,APL
Pteris vittata,30SWF76,APL
Ranunculus granatensis,30TTP82,APL
Ranunculus granatensis,29SNB25,APL
Ranunculus granatensis,29SPC72,APL
Ranunculus granatensis,29SPD70,APL
Ranunculus granatensis,29SPD77,APL
Ranunculus granatensis,29SPD55,APL
Ranunculus granatensis,30STJ88,APL
Ranunculus granatensis,30TYL44,APL
Ranunculus granatensis,30SXJ41,APL
Ranunculus granatensis,30SWG70,APL
Ranunculus granatensis,30SVF48,APL
Ranunculus granatensis,30SWG65,APL
Reseda suffruticosa,30SUF38,APL
Reseda suffruticosa,30SUF26,APL
Reseda suffruticosa,30SUF35,APL
Reseda suffruticosa,30SUF45,APL
Reseda suffruticosa,30SUF45,APL
Reseda suffruticosa,30SWF17,APL
Reseda suffruticosa,30SWJ11,APL
Reseda suffruticosa,30SYJ23,APL
Reseda suffruticosa,30TXK96,APL
Ruscus hypophyllum,29SQD03,APL
Ruscus hypophyllum,30SUF65,APL
Ruscus hypophyllum,30SUF76,APL
Ruscus hypophyllum,30SWH24,APL
Ruscus hypophyllum,30SYH25,APL
Ruscus hypophyllum,30SYH24,APL
Ruscus hypophyllum,31TDF28,APL
Ruscus hypophyllum,29TNF35,APL
Salix eleagnos,30STH63,APL
Salix eleagnos,30TTK84,APL
Salix eleagnos,30SUF34,APL
Salix eleagnos,30SUF34,APL
Santolina pectinata,30TTM63,APL
Santolina pectinata,30TWL36,APL
Satureja cuneifolia,30TWM11,APL
Satureja cuneifolia,30STF46,APL
Satureja cuneifolia,30SUG04,APL
Scrophularia laxiflora,29SPD45,APL
Scrophularia laxiflora,29SQA44,APL
Scrophularia laxiflora,30STF32,APL
Silene obtusifolia,30SYJ36,APL
Silene obtusifolia,30STF65,APL
Silene obtusifolia,30STF64,APL
Silene obtusifolia,30STF61,APL
Silene obtusifolia,30STF60,APL
Silene stockenii,30SWG09,APL
Silene stockenii,30STF64,APL
Silene tomentosa,30SVG81,APL
Silene tomentosa,30STF64,APL
Silene tomentosa,30STF54,APL
Silene tomentosa,30STF44,APL
Sium latifolium,30SYJ34,APL
Sium latifolium,30TXM70,APL
Sium latifolium,30TXL06,APL
Sium latifolium,30TVK37,APL
Spergularia segetalis,30SVF66,APL
Spergularia segetalis,30SWF89,APL
Stoibrax dichotomum,30TVN76,APL
Stoibrax dichotomum,30TWM69,APL
Succisella andreae-molinae,30SXK32,APL
Taraxacum elegantius,30TWM92,APL
Taraxacum elegantius,30TWM91,APL
Tetraclinis articulata,30SUF76,APL
Teucrium hifacense,30TXN17,APL
Teucrium turredanum,30TUK18,APL
Teucrium turredanum,30SWG99,APL
Teucrium turredanum,30SWG89,APL
Teucrium turredanum,30SWG01,APL
Teucrium turredanum,30SWF08,APL
Teucrium webbianum,30SYK22,APL
Teucrium webbianum,30SVF16,APL
Teucrium webbianum,30SUG58,APL
Teucrium webbianum,30SUG99,APL
Teucrium webbianum,30SWF07,APL
Teucrium webbianum,30SXG69,APL
Thymelaea subrepens,30SWJ74,APL
Thymelaea subrepens,30STJ76,APL
Thymelaea subrepens,30TXL52,APL
Tordylium officinale,30SVG41,APL
Trifolium retusum,30SYJ01,APL
Urginea undulata,30SXH87,APL
Urginea undulata,30TYK05,APL
Viola demetria,30TXL55,APL
Viola demetria,30TXL67,APL
Viola demetria,30SVF69,APL
Viola demetria,30SVG80,APL
Zannichellia contorta,29SPC98,APL
Zannichellia contorta,30TXN22,APL
Zannichellia contorta,31TCF44,APL
Ziziphus lotus,29SQD00,APL
Ziziphus lotus,29SPD45,APL
Acer pseudoplatanus,30TWK74,EAS
Acer pseudoplatanus,30STH68,EAS
Acer pseudoplatanus,30TTK76,EAS
Acer pseudoplatanus,30TYK24,EAS (rev IRG)
Acer pseudoplatanus,30SYK22,EAS (rev IRG)
Acer pseudoplatanus,30SXJ76,EAS (rev IRG)
Acer pseudoplatanus,30SXJ53,EAS (rev IRG)
Acer pseudoplatanus,30SYH19,EAS (rev IRG)
Acer pseudoplatanus,30SWH40,EAS (rev IRG)
Ajuga pyramidalis meonantha,30TUL86,EAS
Armeria caballeroi,30TWM13,EAS
Armeria maritima,30TXN52,EAS
Armeria rothmalleri,30TUN76,EAS
Armeria transmontana,30SUJ07,EAS
Armeria transmontana,30STH40,EAS
Asphodelus albus albus,30SVG50,EAS
Asphodelus macrocarpus macrocarpus,30SVH85,EAS
Atriplex laciniata,30SXG24,EAS
Colchicum multiflorum,30SVH44,EAS
Crataegus laevigata,29SQC35,EAS
Daboecia cantabrica,29SQC24,EAS
Daboecia cantabrica,29SNC48,EAS
Epilobium duriaei,30TTK75,EAS
Epipactis phyllanthes,30TYN33,EAS
Galega officinalis,30TVL31,EAS
Galega officinalis,30TVK37,EAS
Genista falcata,30STF80,EAS
Genista hystrix,30SVG26,EAS
Genista hystrix,30STH40,EAS
Genista hystrix,29SPC72,EAS
Genista hystrix,30TWL68,EAS
Hedysarum boveanum palentinum,30TXK55,EAS
Genista micrantha,30SYH16,EAS
Genista micrantha,30SXJ90,EAS
Genista micrantha,30SYJ11,EAS
Acer pseudoplatanus,29SPD35,IRG (Rev adicional)
Acer pseudoplatanus,29SNC96,IRG (Rev adicional)
Acer pseudoplatanus,29SMC59,IRG (Rev adicional)
Acer pseudoplatanus,29SND09,IRG (Rev adicional)
Acinos arvensis,30TVK29,IRG (Rev adicional)
Adenocarpus argyrophyllus,30TVL64,IRG (Rev adicional)
Adenocarpus argyrophyllus,30TVL63,IRG (Rev adicional)
Asphodelus aestivus,29TQG44,IRG (Rev adicional)
Armeria rothmaleri,30TUN76,IRG (Rev adicional)
Alyssum strigosum,30TWL68,IRG (Rev adicional)
Calicotome spinosa,29SPC28,IRG (Rev adicional)
Campanula patula,30SWG10,IRG (Rev adicional)
Acer opalus opalus,30SWH92,CSM_rev2
Acer opalus opalus,30SWH52,CSM_rev2
Acer opalus opalus,30SWH53,CSM_rev2
Acer opalus opalus,30SWH45,CSM_rev2
Acer opalus opalus,30SWH37,CSM_rev2
Acer opalus opalus,30SYK21,CSM_rev2
Acer opalus opalus,30SUF16,CSM_rev2
Acer opalus opalus,30SYH38,CSM_rev2
Acer opalus opalus,30SVF08,CSM_rev2
Acer opalus opalus,30SVF27,CSM_rev2
Acer opalus opalus,30SYH18,CSM_rev2
Acer opalus opalus,30SYH19,CSM_rev2
Acer opalus opalus,30SVG71,CSM_rev2
Acer opalus opalus,30SVG61,CSM_rev2
Acer opalus opalus,30SVG60,CSM_rev2
Acer opalus opalus,30SVG50,CSM_rev2
Acer opalus opalus,30SWG09,CSM_rev2
Acer opalus opalus,30SXJ87,CSM_rev2
Aconitum napellus castellanum,30SWH41,CSM_rev2
Adenocarpus decorticans,30SVH54,CSM_rev2
Adonis aestivalis aestivalis,30SVG57,CSM_rev2
Agrimonia eupatoria grandis,30SWH42,CSM_rev2
Agrostis nevadensis,30SVG67,CSM_rev2
Agrostis nevadensis,30SWG25,CSM_rev2
Anabasis articulata,30SVJ75,CSM_rev2
Anabasis articulata,30SVF19,CSM_rev2
Anabasis articulata,30SVG70,CSM_rev2
Anabasis articulata,30SVG81,CSM_rev2
Anabasis articulata,30SVG82,CSM_rev2
Anabasis articulata,30SWG13,CSM_rev2
Anabasis articulata,30SWG17,CSM_rev2
Androsace vandellii,30SVG52,CSM_rev2
Androsace vandellii,30SVG63,CSM_rev2
Androsace vandellii,30SVG76,CSM_rev2
Anthyllis terniflora,30SWH31,CSM_rev2
Anthyllis terniflora,30SWG37,CSM_rev2
Anthyllis terniflora,30SWG59,CSM_rev2
Antirrhinum onubense,30SUG86,CSM_rev2
Antirrhinum onubense,30SVF37,CSM_rev2
Aquilegia vulgaris vulgaris,30SVF08,CSM_rev2
Aquilegia vulgaris vulgaris,30SVF17,CSM_rev2
Aquilegia vulgaris vulgaris,30SVF18,CSM_rev2
Aquilegia vulgaris vulgaris,30SWG19,CSM_rev2
Aquilegia vulgaris vulgaris,30SWG47,CSM_rev2
Aquilegia vulgaris vulgaris,30SWH10,CSM_rev2
Berberis vulgaris vulgaris,30SWH62,CSM_rev2
Berberis vulgaris vulgaris,30SWH92,CSM_rev2
Berberis vulgaris vulgaris,30SXH01,CSM_rev2
Blackstonia grandiflora,30SVG26,CSM_rev2
Botrychium lunaria,30SVG69,CSM_rev2
Calluna vulgaris,30SVG14,CSM_rev2
Campanula lusitanica lusitanica,30SVH93,CSM_rev2
Camphorosma monspeliaca,30SVG38,CSM_rev2
Caralluma munbyana,30SVF26,CSM_rev2
Castrilanthemum debeauxii,30SWG30,CSM_rev2
Celtica gigantea,30SWG09,CSM_rev2
Centaurea cordubensis,30SVH93,CSM_rev2
Centaurea dracunculifolia,30SVF56 ,CSM_rev2
Centaurea mariana,30SVG57,CSM_rev2
Centaurea mariana,30SWF77,CSM_rev2
Centaurea saxifraga,30SWG16,CSM_rev2
Centaurium maritimum,30SWG27,CSM_rev2
Chaenorhinum glareosum,30SVG06 ,CSM_rev2
Chaenorhinum glareosum,30SWH40,CSM_rev2
Cheirolophus intybaceus,30SVF37,CSM_rev2
Cheirolophus intybaceus,30SWG35,CSM_rev2
Cheirolophus intybaceus,30SWG36,CSM_rev2
Cirsium monspessulanum,30SWH10,CSM_rev2
Cirsium monspessulanum,30SWH00,CSM_rev2
Cirsium monspessulanum,30SWH69,CSM_rev2
Cirsium monspessulanum,30SXK91,CSM_rev2
Cirsium monspessulanum,30SWH20,CSM_rev2
Cirsium monspessulanum,30SWH12,CSM_rev2
Cirsium monspessulanum,30SWH11,CSM_rev2
Cirsium monspessulanum,30SWH14,CSM_rev2
Cirsium monspessulanum,30SWH13,CSM_rev2
Cirsium monspessulanum,30SWH45,CSM_rev2
Cirsium monspessulanum,30SWH33,CSM_rev2
Cirsium monspessulanum,30SWH36,CSM_rev2
Cirsium monspessulanum,30SXH11,CSM_rev2
Cirsium monspessulanum,30SUF69,CSM_rev2
Cirsium monspessulanum,30SVF59,CSM_rev2
Cirsium monspessulanum,30SVF48,CSM_rev2
Cirsium monspessulanum,30SYH37,CSM_rev2
Cirsium monspessulanum,30SVF69,CSM_rev2
Cirsium monspessulanum,30SVF18,CSM_rev2
Cirsium monspessulanum,30SVF37,CSM_rev2
Cirsium monspessulanum,30SVF28,CSM_rev2
Cirsium monspessulanum,30SVF27,CSM_rev2
Cirsium monspessulanum,30SYH07,CSM_rev2
Cirsium monspessulanum,30SVG00,CSM_rev2
Cirsium monspessulanum,30SWG78,CSM_rev2
Cirsium monspessulanum,30SVG99,CSM_rev2
Cirsium monspessulanum,30SVG32,CSM_rev2
Cirsium monspessulanum,30SVG61,CSM_rev2
Cirsium monspessulanum,30SWG54,CSM_rev2
Cirsium monspessulanum,30SWG42,CSM_rev2
Cirsium monspessulanum,30SWG09,CSM_rev2
Cirsium monspessulanum,30SWG01,CSM_rev2
Cirsium monspessulanum,30SWG08,CSM_rev2
Cirsium monspessulanum,30SWG07,CSM_rev2
Cirsium monspessulanum,30SWG20,CSM_rev2
Cirsium monspessulanum,30SWG13,CSM_rev2
Cirsium monspessulanum,30SWG12,CSM_rev2
Cirsium monspessulanum,30TWL62,CSM_rev2
Cirsium monspessulanum,30TWL61,CSM_rev2
Cirsium monspessulanum,30TWK08,CSM_rev2
Cirsium monspessulanum,30TXL10,CSM_rev2
Cirsium monspessulanum,30TUK49,CSM_rev2
Cirsium monspessulanum,30TVK98,CSM_rev2
Cirsium monspessulanum,30TWL10,CSM_rev2
Cirsium monspessulanum,30TWL07,CSM_rev2
Cirsium monspessulanum,30TUN68,CSM_rev2
Cirsium monspessulanum,30TWK78,CSM_rev2
Cirsium monspessulanum,30TWK97,CSM_rev2
Cirsium monspessulanum,30TWK49,CSM_rev2
Cirsium monspessulanum,30TWK68,CSM_rev2
Cirsium monspessulanum,31TBF72,CSM_rev2
Cirsium monspessulanum,31TBF65,CSM_rev2
Cirsium rosulatum,30SVH52,CSM_rev2
Cirsium rosulatum,30SVH60,CSM_rev2
Clematis cirrhosa,30SVG41,CSM_rev2
Clematis cirrhosa,30SVG44,CSM_rev2
Clematis cirrhosa,30SVG56,CSM_rev2
Clematis cirrhosa,30SVG70,CSM_rev2
Clematis cirrhosa,30SWG01,CSM_rev2
Clematis cirrhosa,30SWG07,CSM_rev2
Clematis cirrhosa,30SWG16,CSM_rev2
Clematis cirrhosa,30SWG17,CSM_rev2
Clematis cirrhosa,30SWG54,CSM_rev2
Cochlearia glastifolia,30SVF89,CSM_rev2
Cochlearia glastifolia,30SVG41,CSM_rev2
Cochlearia glastifolia,30SVG50,CSM_rev2
