Taxon,UTM10x10,UTM1x1,Ref
Sedum andegavense,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Sedum rubens,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Marrubium vulgare,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Hirschfeldia incana,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Misopates orontium,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Urtica urens,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Rumex pulcher woodsii,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Asparagus acutifolius,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Alyssum granatense,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Medicago minima,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Spergularia purpurea,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Plantago albicans,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Lamium amplexicaule,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Ajuga iva,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Asteriscus aquaticus,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Torilis nodosa,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Plantago afra,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Lactuca serriola,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Salsola kali,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Chrozophora tinctoria,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Diplotaxis virgata virgata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Erodium cicutarium,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Erophila verna,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Diplotaxis virgata virgata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Euphorbia helioscopia helioscopia,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Descurainia sophia,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Diplotaxis erucoides erucoides,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Descurainia sophia,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Erodium cicutarium,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Anthemis arvensis arvensis,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Eruca vesicaria,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Diplotaxis erucoides erucoides,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Eruca vesicaria,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Chondrilla juncea,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Platycapnos spicata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Hippocrepis commutata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Mercurialis annua,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Erodium cicutarium,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Ecballium elaterium dioicum,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Heliotropium europaeum,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Arenaria leptoclados,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Bromus tectorum,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Stipa capillata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Brachypodium distachyon,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Urtica urens,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Plantago lagopus,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Plantago loeflingii,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Platycapnos spicata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Valerianella coronata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Linaria amethystea amethystea,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Calendula arvensis,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Silene colorata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Erodium ciconium,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Cerastium semidecandrum,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Stellaria pallida,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Aphanes microcarpa,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Filago pyramidata,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Petrorhagia nanteuilii,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Trifolium tomentosum,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Andryala integrifolia,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Pistorinia hispanica,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Parentucellia latifolia,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Arenaria leptoclados,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Logfia minima,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Erodium ciconium,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Helianthemum ledifolium,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Melilotus indicus,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Trifolium cherleri,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Medicago rigidula,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Trifolium gemellum,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Plumbago europaea,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Retama sphaerocarpa,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Phagnalon saxatile,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Umbilicus rupestris,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Helianthemum ledifolium,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Echium plantagineum,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Cerastium semidecandrum,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Salvia verbenaca,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Bromus rubens,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Stellaria pallida,30SVH09,30SVH0297,https://www.doi.org/10.15470/akznrb
Limonium costae,30SWJ16,30SWJ1060,https://www.doi.org/10.15470/akznrb
Carduus tenuiflorus,30SVJ20,30SVJ2204,https://www.doi.org/10.15470/akznrb
Sideritis paulii,30SUJ96,30SUJ9668,https://www.doi.org/10.15470/akznrb
Chenopodium botrys,30SVH09,30SVH0798,https://www.doi.org/10.15470/akznrb
Crypsis aculeata,30SVH09,30SVH0798,https://www.doi.org/10.15470/akznrb
Cressa cretica,30SVH09,30SVH0798,https://www.doi.org/10.15470/akznrb
Coronilla repanda dura,30SUJ62,30SUJ6929,https://www.doi.org/10.15470/akznrb
Linaria nivea,30SUJ75,30SUJ7254,https://www.doi.org/10.15470/akznrb
Papaver pinnatifidum,30SUJ63,30SUJ6737,https://www.doi.org/10.15470/akznrb
Genista polyanthos,30SVH15,---,https://www.doi.org/10.15470/akznrb
Helianthemum sanguineum,30SWH16,---,https://www.doi.org/10.15470/akznrb
Genista hirsuta hirsuta,30SUJ67,30SUJ6974,https://www.doi.org/10.15470/akznrb
Hymenocarpos lotoides,30SUJ67,30SUJ6974,https://www.doi.org/10.15470/akznrb
Bellis annua annua,30SUJ87,---,https://www.doi.org/10.15470/akznrb
Trigonella gladiata,30SWJ00,30SWJ0307,https://www.doi.org/10.15470/akznrb
Erodium botrys,30SUH85,30SUH8755,https://www.doi.org/10.15470/akznrb
Dictamnus albus,30SVH76,---,https://www.doi.org/10.15470/akznrb
Drosera rotundifolia,30SVH76,---,https://www.doi.org/10.15470/akznrb
Thymelaea villosa,30SVH76,---,https://www.doi.org/10.15470/akznrb
Anagallis monelli,30SVH76,---,https://www.doi.org/10.15470/akznrb
Polypodium interjectum,30SUH85,---,https://www.doi.org/10.15470/akznrb
Spergula morisonii,30SUH95,30SUH9154,https://www.doi.org/10.15470/akznrb
Myrtus communis,30SUH76,---,https://www.doi.org/10.15470/akznrb
Catananche caerulea,30SUH85,---,https://www.doi.org/10.15470/akznrb
Dianthus crassipes,30SUH85,---,https://www.doi.org/10.15470/akznrb
Amelanchier ovalis,30TWK78,---,https://www.doi.org/10.15470/akznrb
Pimpinella espanensis,30TWK79,30TWK7892,https://www.doi.org/10.15470/akznrb
Legousia scabra,30TWK79,---,https://www.doi.org/10.15470/akznrb
Asplenium fontanum fontanum,30TWK79,---,https://www.doi.org/10.15470/akznrb
Aristolochia pistolochia,30TWK79,---,https://www.doi.org/10.15470/akznrb
Aristolochia paucinervis,30TWK79,---,https://www.doi.org/10.15470/akznrb
Anthyllis rupestris,30TWK79,---,https://www.doi.org/10.15470/akznrb
Asplenium fontanum fontanum,30TWK78,30TWK7389,https://www.doi.org/10.15470/akznrb
Reseda undata undata,30TWK73,---,https://www.doi.org/10.15470/akznrb
Diplotaxis tenuifolia,30TWK73,---,https://www.doi.org/10.15470/akznrb
Achillea ageratum,30TXK05,---,https://www.doi.org/10.15470/akznrb
Onobrychis matritensis,30TWK03,30TWK0935,https://www.doi.org/10.15470/akznrb
Seseli cantabricum,30TXK04,30TXK0647,https://www.doi.org/10.15470/akznrb
Thymus lacaitae,30TVK24,---,https://www.doi.org/10.15470/akznrb
Poa ligulata,30TWK34,30TWK3048,https://www.doi.org/10.15470/akznrb
Helianthemum apenninum stoechadifolium,30TWK34,---,https://www.doi.org/10.15470/akznrb
Euphorbia helioscopia helioscopia,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Bromus diandrus,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Coris monspeliensis monspeliensis,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Adonis aestivalis squarrosa,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Geranium dissectum,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Phragmites australis,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Aegilops geniculata,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Cardaria draba draba,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Plantago albicans,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Salvia verbenaca,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Salvia verbenaca,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Thymus vulgaris vulgaris,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Ononis natrix,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Convolvulus arvensis,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Convolvulus arvensis,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Euphorbia serrata,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Phlomis lychnitis,30TWK24,30TWK2449,https://www.doi.org/10.15470/akznrb
Teucrium gnaphalodes,30TWK23,30TWK2539,https://www.doi.org/10.15470/akznrb
Sedum album,30TWK23,30TWK2539,https://www.doi.org/10.15470/akznrb
Hypericum perforatum perforatum,30TWK23,30TWK2539,https://www.doi.org/10.15470/akznrb
Thymelaea pubescens pubescens,30TWK23,30TWK2539,https://www.doi.org/10.15470/akznrb
Koeleria vallesiana,30TWK23,30TWK2539,https://www.doi.org/10.15470/akznrb
Brachypodium phoenicoides,30TWK23,30TWK2539,https://www.doi.org/10.15470/akznrb
Aegilops triuncialis,30TWK23,30TWK2539,https://www.doi.org/10.15470/akznrb
Athyrium filix-femina,30TVL76,30TVL7065,https://www.doi.org/10.15470/akznrb
Bufonia macropetala,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Bufonia macropetala,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Galium odoratum,30TVL66,30TVL6965,https://www.doi.org/10.15470/akznrb
Hypericum undulatum,30TVL66,30TVL6965,https://www.doi.org/10.15470/akznrb
Alliaria petiolata,30TVL66,30TVL6965,https://www.doi.org/10.15470/akznrb
Fagus sylvatica,30TVL66,30TVL6766,https://www.doi.org/10.15470/akznrb
Galium odoratum,30TVL66,30TVL6766,https://www.doi.org/10.15470/akznrb
Paronychia polygonifolia,30TVL66,30TVL6665,https://www.doi.org/10.15470/akznrb
Cytisus multiflorus,30TVL66,30TVL6765,https://www.doi.org/10.15470/akznrb
Thymus pulegioides,30TVL66,30TVL6864,https://www.doi.org/10.15470/akznrb
Alyssum minutum,30TVL76,30TVL7064,https://www.doi.org/10.15470/akznrb
Lonicera periclymenum hispanica,30TVL66,30TVL6965,https://www.doi.org/10.15470/akznrb
Vaccinium myrtillus,30TVL66,30TVL6864,https://www.doi.org/10.15470/akznrb
Murbeckiella boryi,30TVL66,30TVL6665,https://www.doi.org/10.15470/akznrb
Cryptogramma crispa,30TVL66,30TVL6861,https://www.doi.org/10.15470/akznrb
Dianthus legionensis,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Lotus pedunculatus,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Myosotis sicula,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Trifolium repens,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Ranunculus ollissiponensis ollissiponensis,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Luzula multiflora multiflora,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Centaurea graminifolia,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Lamium purpureum,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Angelica major,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Angelica major,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Anthriscus sylvestris,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Oenanthe pimpinelloides,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Teesdalia nudicaulis,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Populus tremula,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Dryopteris filix-mas,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Dianthus lusitanus,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Festuca rubra rubra,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Salix atrocinerea,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Agrostis capillaris,30TVL66,30TVL6863,https://www.doi.org/10.15470/akznrb
Senecio jacobaea,30TVL66,30TVL6863,https://www.doi.org/10.15470/akznrb
Campanula rapunculus,30TVL66,30TVL6863,https://www.doi.org/10.15470/akznrb
Gymnocarpium dryopteris,30TVL66,30TVL6962,https://www.doi.org/10.15470/akznrb
Eryngium campestre,30TVL66,30TVL6962,https://www.doi.org/10.15470/akznrb
Viola montcaunica,30TVL66,30TVL6962,https://www.doi.org/10.15470/akznrb
Galium uliginosum,30TVL66,30TVL6962,https://www.doi.org/10.15470/akznrb
Saxifraga granulata,30TVL66,30TVL6963,https://www.doi.org/10.15470/akznrb
Carlina vulgaris spinosa,30TVL76,30TVL7062,https://www.doi.org/10.15470/akznrb
Poa bulbosa bulbosa,30TVL76,30TVL7065,https://www.doi.org/10.15470/akznrb
Arrhenatherum elatius bulbosum,30TVL76,30TVL7065,https://www.doi.org/10.15470/akznrb
Silene ciliata,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Thymus pulegioides,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Anthemis alpestris,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Senecio pyrenaicus,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Saxifraga pentadactylis willkommiana,30TVL66,30TVL6665,https://www.doi.org/10.15470/akznrb
Hieracium amplexicaule,30TVL66,30TVL6665,https://www.doi.org/10.15470/akznrb
Anthemis alpestris,30TVL66,30TVL6861,https://www.doi.org/10.15470/akznrb
Amelanchier ovalis,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Athyrium filix-femina,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Lactuca viminea chondrilliflora,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Potentilla erecta,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Polystichum aculeatum,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Cryptogramma crispa,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Veronica officinalis,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Quercus robur,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Quercus robur,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Anarrhinum bellidifolium,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Carex leporina,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Epilobium palustre,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Amelanchier ovalis,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Rhinanthus minor,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Arnoseris minima,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Ornithopus perpusillus,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Cerastium fontanum vulgare,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Molineriella laevis,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Viola arvensis,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Arrhenatherum elatius bulbosum,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Plantago holosteum,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Anarrhinum bellidifolium,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Cytisus multiflorus,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Hieracium murorum,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Senecio gallicus,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Gymnocarpium dryopteris,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Erica arborea,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Logfia minima,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Papaver rhoeas,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Galium rotundifolium,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Galium rotundifolium,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Hordeum murinum murinum,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Trifolium pratense pratense,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Stellaria graminea,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Arrhenatherum elatius bulbosum,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Montia fontana amporitana,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Veronica verna,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Viola riviniana,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Trifolium repens,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Cerastium gracile,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Plantago lanceolata,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Hypericum undulatum,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Juncus effusus,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Geranium robertianum,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Juncus effusus,30TVL76,30TVL7964,https://www.doi.org/10.15470/akznrb
Epilobium montanum,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Salix atrocinerea,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Medicago orbicularis,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Genista pilosa,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Logfia minima,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Crocus carpetanus,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Crucianella angustifolia,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Epilobium angustifolium,30TVL66,30TVL6664,https://www.doi.org/10.15470/akznrb
Salix atrocinerea,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Armeria caespitosa,30TVL66,30TVL6665,https://www.doi.org/10.15470/akznrb
Senecio pyrenaicus,30TVL66,30TVL6861,https://www.doi.org/10.15470/akznrb
Digitalis thapsi,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Veronica hederifolia,30TVL76,30TVL7064,https://www.doi.org/10.15470/akznrb
Adenocarpus complicatus,30TVL76,30TVL7064,https://www.doi.org/10.15470/akznrb
Taxus baccata,30TVL66,30TVL6763,https://www.doi.org/10.15470/akznrb
Linaria saxatilis,30TVL66,30TVL6862,https://www.doi.org/10.15470/akznrb
Veronica arvensis,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Narcissus rupicola,30TVL66,30TVL6763,https://www.doi.org/10.15470/akznrb
Cytinus hypocistis hypocistis,30TVL76,30TVL7464,https://www.doi.org/10.15470/akznrb
Alyssum minutum,30TVL66,30TVL6964,https://www.doi.org/10.15470/akznrb
Vaccinium myrtillus,30TVL66,30TVL6864,https://www.doi.org/10.15470/akznrb
Hypericum undulatum,30TVL66,30TVL6866,https://www.doi.org/10.15470/akznrb
Senecio jacobaea,30TVL76,30TVL7065,https://www.doi.org/10.15470/akznrb
Silene latifolia,30TVL76,30TVL7065,https://www.doi.org/10.15470/akznrb
Myriophyllum spicatum,30TVL92,30TVL9928,https://www.doi.org/10.15470/akznrb
Typha domingensis,30TVL92,30TVL9928,https://www.doi.org/10.15470/akznrb
Sisymbrella aspera aspera,30TVL72,30TVL7121,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TVL62,30TVL6920,https://www.doi.org/10.15470/akznrb
Lysimachia ephemerum,30TVL40,30TVL4501,https://www.doi.org/10.15470/akznrb
Carex hispida,30TWK49,30TWK4591,https://www.doi.org/10.15470/akznrb
Armeria caespitosa,30TVL66,30TVL6663,https://www.doi.org/10.15470/akznrb
Helianthemum hirtum,30TWK18,---,https://www.doi.org/10.15470/akznrb
Helianthemum hirtum,30TWK18,---,https://www.doi.org/10.15470/akznrb
Antirrhinum microphyllum,30TWK28,---,https://www.doi.org/10.15470/akznrb
Helichrysum stoechas,30TWK39,---,https://www.doi.org/10.15470/akznrb
Juniperus phoenicea phoenicea,30TWK39,---,https://www.doi.org/10.15470/akznrb
